date,volume,open,high,low,close,price_difference,ma10,ma30,rsi,macd,macdsignal,macdhist,snownlp,bert
2020/9/21,40193920,443.5,450,440,440,-4,440.6,433.8,54.70121583,7.371222585,7.768875178,-0.397652593,0.163683543,-1
2020/9/22,36842639,440,441,436,437,-3,441.2,434.0666667,52.69101373,6.535104278,7.522120998,-0.98701672,0.320468081,-1
2020/9/23,47426963,436,438.5,432,433.5,-3.5,441.85,434.55,50.36555908,5.52634943,7.122966684,-1.596617255,0.239953217,0
2020/9/24,82510381,425.5,429,423,423,-10.5,440.65,434.35,44.08031752,3.835429256,6.465459199,-2.630029942,0.043312327,-1
2020/9/28,34427479,427,431.5,424.5,431.5,7.5,438.45,434.1333333,49.90072985,2.106276195,4.966620764,-2.860344569,0.461901514,-1
2020/9/30,28859204,430.5,435,430.5,433,2,434.55,434.25,50.96635087,1.517127316,3.753635136,-2.23650782,0.54231828,-1
2020/10/5,33238832,438,438,431.5,432.5,-0.5,432.95,434.8333333,50.58951163,1.318769675,3.266662043,-1.947892368,0.348691705,0
2020/10/6,36276395,441.5,442,437.5,439.5,7,432.5,435.3333333,55.54519962,1.706737112,2.954677057,-1.247939945,0.989283609,-1
2020/10/7,44691239,435,445,435,443,3.5,432.8,435.8333333,57.82299762,2.270452487,2.817832143,-0.547379656,0.269259512,-1
2020/10/8,60853811,450,454,448.5,453,10,434.4,436.45,63.56692578,3.483956527,2.95105702,0.532899507,0.059753646,-1
2020/10/12,67645223,458,462,457.5,460,7,437.05,437.05,66.95902727,4.953408906,3.351527397,1.601881509,0.381135134,-1
2020/10/13,46303738,465,465,456.5,462,2,440.95,437.65,67.87921371,6.207784315,3.92277878,2.285005534,0.016320861,-1
2020/10/14,52677241,460.5,461,457,459,-3,444.45,438.45,64.95691674,6.880496851,4.514322395,2.366174456,0.380899608,-1
2020/10/15,49987278,456,456.5,450,453,-6,446.6,439.3333333,59.44482688,6.850508133,4.981559542,1.868948591,0.628886706,-0.666666667
2020/10/16,48274801,451,456,448.5,449,-4,448.4,439.8,56.03121345,6.429855911,5.271218816,1.158637095,0.219382178,-0.5
2020/10/19,34846906,453,457.5,451,457.5,8.5,450.85,440.6166667,61.1382217,6.705073049,5.557989663,1.147083386,0.004158628,-1
2020/10/21,29906921,453.5,456,451,453,2,454.05,441.9166667,57.0433672,6.116049803,5.792446449,0.323603354,0.140634806,-1
2020/10/23,18777385,458,458,451.5,452,-3,455.15,443.5833333,55.66326561,5.675077704,5.808834894,-0.13375719,0.629511726,-1
2020/10/26,15800622,455,455,450,450,-2,454.15,444.35,53.90913113,5.163710577,5.67981003,-0.516099453,0.077981993,-1
2020/10/27,31795010,447.5,448.5,445.5,447,-3,452.65,444.75,51.29776029,4.464904873,5.436828999,-0.971924126,0.575342296,-1
2020/10/28,26221663,445,447,443,444,-3,451.15,445,48.75441763,3.627209181,5.074905035,-1.447695855,0.340154989,-0.5
2020/10/30,49770771,437,437,432,432,-5,447.85,444.4333333,39.94886082,0.961184178,3.819560797,-2.858376619,0.766400244,-1
2020/11/2,34539576,433,435.5,428,435.5,3.5,445.65,443.6833333,43.30501849,0.124755098,3.080599657,-2.955844559,0.277037699,-1
2020/11/4,37929652,444.5,451.5,443,450,9,444.35,443.6333333,55.04868892,0.454973675,2.047659779,-1.592686104,0.380374124,-1
2020/11/6,32644190,455,455.5,450,452.5,1.5,444,444.5166667,56.83387497,1.462754061,1.756505016,-0.293750954,0.621449057,-1
2020/11/9,43415670,458,460,454,458.5,6,444.85,445.35,60.95908583,2.319337595,1.869071532,0.450266063,0.045318496,-1
2020/11/10,36786882,452,454.5,448.5,451,-7.5,445.25,446.2833333,54.01078981,2.365728253,1.968402876,0.397325377,0.330611822,-1
2020/11/11,40355804,448.5,457,448.5,457,6,446.55,447.3833333,58.12312756,2.853746824,2.145471666,0.708275158,0.611950303,-1
2020/11/12,57993774,463,463.5,457.5,458,1,448.65,448.2666667,58.78462102,3.283348304,2.373046993,0.910301311,0.323419705,-1
2020/11/13,31483881,459,462,456.5,462,4,451.65,449.3,61.41044586,3.901601904,2.678757975,1.222843929,0.711291587,-1
2020/11/16,83380911,470,484.5,469,484,22,456.5,451,71.98292118,6.096511684,3.362308717,2.734202967,0.106434273,-1
2020/11/17,75763870,502,506,485.5,485.5,1.5,460.95,452.7666667,72.53542223,7.866352546,4.263117483,3.603235063,0.491621966,-1
2020/11/18,56607501,490,497,486.5,497,11.5,465.65,454.6833333,76.38101087,10.08071388,5.426636762,4.654077115,0.315361073,-1
2020/11/19,47345316,499,499,490,490,-7,469.55,456.25,69.95971319,11.14232787,6.569774982,4.572552883,0.49508177,-1
2020/11/23,43708352,494.5,498.5,492,496.5,8.5,476.9,458.6333333,71.48636838,12.65959747,8.606584197,4.053013275,0.411099165,-1
2020/11/24,38630079,499.5,500,491.5,492,-4.5,481,459.6333333,67.50426897,12.91792635,9.468852629,3.449073726,0.285219057,0
2020/11/25,47179640,495,495.5,487,487,-5,484,460.5666667,63.28595979,12.57424754,10.08993161,2.484315932,0.409281142,-1
2020/11/26,31844322,489,493.5,488,489,2,487.1,461.7666667,64.24834296,12.32123141,10.53619157,1.785039838,0.004075735,-1
2020/11/27,35196829,487.5,492,486.5,489,0,489.8,463.1,64.24834296,11.9825865,10.82547056,1.157115944,0.041707554,-1
2020/11/30,149311778,493,493.5,480.5,480.5,-8.5,489.45,463.8666667,56.89704764,10.90265005,10.84090646,0.061743591,0.00060467,-1
2020/12/1,38341265,489.5,490,483.5,490,9.5,489.9,465.1666667,62.11456159,10.69013402,10.81075197,-0.120617948,0.969286086,-1
2020/12/2,60208035,499.5,500,493.5,499,9,490.1,466.7,66.27903575,11.11975669,10.87255291,0.247203776,0.211391749,-1
2020/12/3,36919644,499.5,499.5,495,497,-2,490.8,468.1,64.58016944,11.17009061,10.93206045,0.23803016,0.87337524,0
2020/12/4,54471042,498.5,505,497.5,503,6,492.3,469.8,67.28900543,11.56086402,11.05782117,0.503042855,0.134139443,-1
2020/12/7,45493551,512,515,506,514,11,494.05,471.9333333,71.58024429,12.61277066,11.36881107,1.243959597,0.778860882,-1
2020/12/8,41830257,514,525,509,524,10,497.25,474.5,74.81487727,14.09089956,11.91322876,2.177670798,0.009170666,-1
2020/12/9,46831705,521,524,520,520,-4,500.55,477.0333333,71.31824477,14.76930939,12.48444489,2.2848645,0.360214339,-1
2020/12/10,43991133,511,515,510,512,-8,502.85,479.5333333,64.79562059,14.4943392,12.88642375,1.607915451,0.252653084,-0.6
2020/12/11,51296611,517,517,505,516,4,505.55,482.3333333,66.44794574,14.43281739,13.19570248,1.237114907,0.331057751,-1
2020/12/14,30809747,512,513,508,508,-8,508.3,484.75,60.34735695,13.58196334,13.27295465,0.309008691,0.05595385,-1
2020/12/15,43059899,507,510,504,504,-4,509.7,486.85,57.50455173,12.44147128,13.10665798,-0.665186701,0.457421064,-0.333333333
2020/12/16,53661282,509,515,507,512,8,511,488.9166667,61.41905279,12.04431685,12.89418975,-0.849872901,0.219503989,-0.5
2020/12/17,39285785,515,515,508,508,-4,512.1,490.8166667,58.5165834,11.27681048,12.5707139,-1.293903414,0.844633407,1
2020/12/18,40625502,508,512,507,510,2,512.8,492.7333333,59.54597578,10.70652133,12.19787538,-1.491354053,0.219960682,-1
2020/12/21,35153138,512,517,508,516,6,513,494.65,62.54846844,10.61633443,11.88156719,-1.265232763,0.434781392,-1
2020/12/22,25632245,512,516,509,509,-7,511.5,496.5833333,57.21329371,9.866286751,11.47851111,-1.612224354,0.045802327,-1
2020/12/23,18320849,508,511,506,509,0,510.4,498.3166667,57.21329371,9.166206242,11.01605013,-1.849843891,0.419833141,-1
2020/12/28,19520886,512,515,509,515,4,510.4,502.7166667,60.92217423,7.986219912,9.637496,-1.651276088,0.429576637,0
2020/12/29,20226736,515,517,513,515,0,511.5,503.7,60.92217423,7.785854779,9.267167756,-1.481312977,0.298954989,0
2020/12/30,46705107,516,525,514,525,10,512.8,504.6333333,66.70275945,8.337866657,9.081307536,-0.743440879,0.21330587,-1
2020/12/31,31173332,526,530,524,530,5,515,505.9666667,69.1592811,9.074196572,9.079885343,-0.005688772,0.410422582,-1
