date,volume,open,high,low,close,price_difference,ma10,ma30,rsi,macd,macdsignal,macdhist,snownlp,bert
2019/7/16,26141249,254,256.5,253.5,256,1.5,247.2,242.5166667,63.7284139,2.972859636,1.522579193,1.450280443,0.804542429,-1
2019/7/17,34346648,254,254,251,252,-4,248.15,243.15,57.9439515,3.066569085,1.831377172,1.235191913,0.686258243,-1
2019/7/18,20908575,252,254.5,251.5,254,2,249.15,243.7833333,59.90365069,3.264585672,2.118018872,1.1465668,0.030110641,-1
2019/7/19,59879798,259.5,261,259,259,5,250.75,244.6833333,64.37318832,3.781384016,2.450691901,1.330692115,0.444706444,-0.333333333
2019/7/26,20768071,261,262.5,261,261,-4,259.45,248.4333333,61.98767694,5.662750472,4.468517064,1.194233408,0.022289549,-1
2019/8/5,52835721,251,252,245.5,246.5,-5,259,251.3666667,40.58028498,2.298719366,4.010679537,-1.711960171,0.004233275,-1
2019/8/12,24732603,254.5,254.5,251,251,-2.5,253.6,252.9833333,47.85768593,0.558776894,2.161378856,-1.602601962,0.256827447,0
2019/8/13,25045107,249,249.5,246.5,246.5,-4.5,252.15,252.9166667,42.49845144,-0.01729401,1.725644283,-1.742938293,0.001367711,-1
2019/8/23,14772877,253.5,254.5,253,254,0,251.4,254.8,53.13071159,0.345252032,0.28233788,0.062914151,0.596699883,-1
2019/8/26,31740620,249,250.5,248.5,248.5,-5.5,251.15,254.7333333,44.44121537,-0.010794727,0.223711359,-0.234506086,0.029065117,-1
2019/8/28,15280882,250.5,253,250.5,252,2,251.75,254.45,50.26113621,-0.133194585,0.089341536,-0.222536121,0.7046116,-1
2019/8/29,20085767,253,254,251,254,2,252.35,254.5166667,53.36247319,0.056678231,0.082808875,-0.026130645,0.03189969,-1
2019/8/30,35299201,256.5,259,256,259,5,253.25,254.6833333,60.06622803,0.603653477,0.186977795,0.416675681,0.383024796,-0.6
2019/9/3,26086495,256.5,258,253,254,-3.5,253.75,254.3,51.64170899,0.852748018,0.435120669,0.417627349,0.227225944,-1
2019/9/5,49041728,263,263,260.5,263,5.5,254.95,254.0166667,62.53881451,1.685865091,0.788574838,0.897290253,0.448045744,-1
2019/9/9,17317833,265.5,266,263.5,265,1.5,257.55,254.1,64.61481591,2.66303768,1.386192957,1.276844723,0.176816992,-1
2019/9/10,30019866,263.5,264,260.5,261.5,-3.5,258.7,254.1166667,58.40415342,2.731458168,1.655245999,1.076212169,0.209388063,-1
2019/9/18,51360759,267,269.5,266.5,267,2,263.35,255.75,64.29217267,3.466489453,2.693686582,0.772802871,0.486779281,-1
2019/9/19,27165567,268,268,264,265,-2,264.1,256.3,60.20238819,3.430562085,2.841061683,0.589500402,0.016313632,-1
2019/9/24,24304943,263.5,265.5,262,265,1,264.25,257.65,59.75439427,3.055476785,2.986964162,0.068512622,0.061050344,-1
2019/9/25,23244163,262.5,266,262,266,1,264.7,258.3,61.2961303,3.041301095,2.997831549,0.043469546,0.239926041,-1
2019/9/26,34128103,269,269.5,266.5,268,2,265.2,258.9166667,64.24617592,3.155080242,3.029281287,0.125798955,0.499194757,-1
2019/9/27,44242817,271.5,272.5,271,272,4,266.15,259.7166667,69.28809406,3.527356438,3.128896317,0.39846012,0.180220322,0
2019/10/1,75248890,273,280.5,273,280,8,267.6,260.7166667,76.44305085,4.417004666,3.386517987,1.030486678,0.819053369,-0.6
2019/10/2,30572953,280,281,279,279.5,-0.5,269.05,261.6333333,75.2628776,5.023800233,3.713974436,1.309825796,0.071826665,-1
2019/10/3,35874864,274,277.5,274,276.5,-3,270,262.3666667,68.43591153,5.202642341,4.011708017,1.190934324,0.074392441,-1
2019/10/7,17750230,279,279.5,277.5,278,1.5,272.55,263.9,70.01321826,5.406246684,4.494097897,0.912148787,0.051254516,-1
2019/10/8,39868551,283.5,286.5,282.5,286.5,8.5,274.8,264.9833333,77.02082455,6.118891151,4.819056547,1.299834603,0.511882186,-1
2019/10/9,34895456,283.5,286,282,282,-4.5,276.5,266.1,67.96545211,6.24852552,5.104950342,1.143575178,0.480281698,-1
2019/10/14,53403517,291.5,291.5,288.5,290,8,278.9,267.4333333,73.85131525,6.91705928,5.46737213,1.44968715,0.279550912,-1
2019/10/15,54754830,293.5,296,292,293.5,3.5,281.45,268.8166667,75.93459449,7.641214684,5.90214064,1.739074043,0.29865304,-1
2019/10/17,41920938,295,295.5,292,293.5,-3,285.25,271.3833333,72.25282014,8.589998982,6.83309937,1.756899611,0.259552574,-1
2019/10/21,35860365,291,291,288.5,290,-3,287.95,273.7666667,66.16478498,8.326839897,7.419637242,0.907202655,0.967787514,-1
2019/10/22,26525020,292.5,294,291.5,294,4,289.7,274.9833333,69.37363069,8.312118031,7.5981334,0.713984631,0.03622731,-1
2019/10/28,20216561,295,295.5,294,294.5,1,293.45,279.0166667,69.05543076,7.458076429,7.669708656,-0.211632227,0.578815319,-1
2019/10/29,37130131,297,298.5,296.5,298.5,4,293.95,280.2,72.56977902,7.541035611,7.643974047,-0.102938436,0.20417814,-1
2019/10/30,32370342,298.5,299.5,296.5,299.5,1,294.25,281.4333333,73.38360996,7.599866473,7.635152532,-0.035286059,0.66348375,-1
2019/10/31,43123514,300,301.5,298.5,298.5,-1,294.75,282.5333333,71.11149965,7.479578784,7.604037783,-0.124458999,0.056942693,-1
2019/11/4,45155671,302.5,308,301,307,8,297.05,285,77.84524839,7.785146679,7.598011112,0.187135567,0.523025286,-1
2019/11/5,32253184,307.5,310.5,307,310.5,3.5,298.7,286.5166667,79.92864092,8.324402758,7.743289441,0.581113317,0.013012767,-1
2019/11/6,22149743,309,311.5,308,311,0.5,300.5,288.0833333,80.21488041,8.691917889,7.93301513,0.758902758,0.499032454,0
2019/11/8,26230542,308.5,309,305.5,305.5,-3.5,303.3,290.9333333,68.13989036,8.365658513,8.145662944,0.219995569,0.079075093,-1
2019/11/11,35285583,305,305,300,301,-4.5,303.95,292.1,59.97308509,7.632744065,8.043079168,-0.410335103,0.402278108,-1
2019/11/12,19016708,302.5,305,302,305,4,304.6,293.3333333,64.0927771,7.290628825,7.8925891,-0.601960275,0.01099181,-1
2019/11/14,15734835,304.5,305,302,303.5,-0.5,305.55,295.1833333,61.47216654,6.404078072,7.429630022,-1.02555195,0.313230054,-1
2019/11/15,29038445,305.5,307.5,304.5,307,3.5,306.35,296.1,65.22384591,6.253304294,7.194364877,-0.941060582,0.066808802,-1
2019/11/18,18741325,308.5,311,307,311,4,306.75,297.25,68.94562469,6.383002282,7.032092358,-0.649090075,0.327370603,1
2019/11/19,33096197,312.5,315,311,315,4,307.2,298.5333333,72.15487015,6.730965068,6.9718669,-0.240901832,0.36653737,-1
2019/11/20,24538973,314,314,312,313.5,-1.5,307.45,299.7166667,69.26415928,6.807221209,6.938937762,-0.131716552,0.046591318,-1
2019/11/21,30163833,309.5,311,307,311,-2.5,307.65,300.5333333,64.61768204,6.589960679,6.869142345,-0.279181666,0.700519389,-1
2019/11/22,26492984,310,310.5,308,309,-2,308,301.4333333,61.08715289,6.185098889,6.732333654,-0.547234765,0.01865197,-1
2019/11/25,19855177,310.5,310.5,307,307,-2,308.6,302,57.69252144,5.637869864,6.513440896,-0.875571032,0.185111545,-1
2019/11/26,101916622,310,310.5,307,307,0,308.8,302.45,57.69252144,5.144879945,6.239728706,-1.09484876,0.920069569,-1
2019/11/27,18527648,307.5,311.5,307.5,311,4,309.5,302.9333333,62.52316521,5.019091491,5.995601263,-0.976509772,0.690718192,-1
2019/12/5,39349842,309,312,309,312,6,308.1,305.95,60.89170614,3.169365887,4.163794051,-0.994428164,0.353641712,-1
2019/12/6,18402703,315,316,311,313,1,308.5,306.6,62.02153384,3.319985189,3.995032279,-0.67504709,0.353751278,-0.333333333
2019/12/9,23556081,314,316.5,314,316,3,309.4,307.3166667,65.26368346,3.639473415,3.923920506,-0.284447091,0.741418787,-1
2019/12/10,20847594,315,315.5,312.5,313.5,-2.5,310.05,307.8166667,60.61947962,3.648879024,3.86891221,-0.220033186,0.065346675,1
2019/12/11,34329148,314,319,313,319,5.5,310.85,308.4666667,66.30099441,4.053411862,3.90581214,0.147599722,0.379502995,-1
2019/12/12,52801851,325,334.5,324,331.5,12.5,313.05,309.5666667,75.09521708,5.321311813,4.188912075,1.132399739,0.145768492,-1
2019/12/13,60843939,340,343,338,339,7.5,316.45,310.9,78.68877551,6.85232959,4.721595578,2.130734012,0.121685235,-1
2019/12/16,48340188,336.5,338.5,336,336,-3,319.3,311.8666667,74.0839742,7.734439476,5.324164357,2.410275119,0.212456725,-1
2019/12/17,41428458,335,345,335,345,9,323.1,313.0166667,78.20464559,9.055358168,6.070403119,2.984955048,0.568952606,-1
2019/12/18,42486841,341.5,345,341.5,344.5,-0.5,326.95,314.1333333,77.46770505,9.94718497,6.84575949,3.101425481,0.109832389,-1
2019/12/19,55667012,340,342,335,335,-9.5,329.25,315,64.94534449,9.774716682,7.431550928,2.343165754,0.172719784,1
2019/12/23,26911340,329.5,334,329.5,334,5,332.65,316.8833333,61.89917734,8.777160671,7.959555399,0.817605272,0.534761871,-1
2019/12/24,13783907,334,334.5,332,332,-2,334.5,317.7833333,59.79630727,8.304168367,8.028477993,0.275690374,0.367644313,-1
2019/12/30,21591263,338,339,334,334.5,-3.5,335.8,321.55,59.97771215,7.171787894,7.702259074,-0.53047118,0.266964456,-1
2019/12/31,22950517,331,333.5,331,331,-3.5,334.4,322.0833333,55.97516191,6.528409301,7.46748912,-0.939079819,0.465274884,0
2020/1/3,42023268,344,345,335.5,339.5,0.5,334.3,323.8833333,62.54240447,6.599703549,7.153232397,-0.553528848,0.354026309,-1
2020/1/7,51746181,332.5,333,326.5,329.5,-2.5,334.15,325.4,51.83732004,5.147652895,6.557244237,-1.409591342,0.476046055,-1
2020/1/8,37913748,325,333,325,329.5,0,333.9,326.15,51.83732004,4.471902814,6.140175952,-1.668273139,0.002390094,-1
2020/1/10,27880115,340.5,341,336,339.5,2,335,328.0333333,60.29374105,4.682877585,5.59103753,-0.908159945,0.71923709,-1
2020/1/13,30663332,342,342,339,341.5,2,335.35,329.25,61.82491574,4.909079261,5.454645876,-0.545566615,0.6755683,-1
2020/1/14,30368993,345.5,346,344.5,346,4.5,336.5,330.5333333,65.08717149,5.389333232,5.441583347,-0.052250115,0.752766299,-1
2020/1/15,54575274,345,345,337.5,340,-6,337.4,331.6333333,57.97354178,5.225551207,5.398376919,-0.172825712,0.09081601,0
2020/1/16,58217420,330,336.5,330,334.5,-5.5,336.95,332.5833333,52.32775958,4.598935077,5.238488551,-0.639553474,0.168243215,-1
2020/1/17,53908097,334,335.5,332,333,-1.5,336.3,333.2833333,50.87266238,3.935928877,4.977976616,-1.042047739,0.859679778,1
2020/1/20,35551203,334,335.5,333,333,0,336.4,333.95,50.87266238,3.371625684,4.65670643,-1.285080745,0.208478712,0
2020/1/31,62912055,323,323.5,319,320,3.5,334.15,334.1833333,41.07605062,0.428366878,3.317940754,-2.889573876,0.450406769,0
2020/2/5,36601453,329,329.5,324.5,327.5,2.5,329.05,333.45,48.94528145,-1.040605624,1.20508094,-2.245686564,0.368448514,0
2020/2/7,30055327,330,330.5,326,328,-4.5,326.5,332.7666667,49.20026278,-0.596859935,0.556789298,-1.153649233,0.930044649,-1
2020/2/10,30814424,321.5,328,321,327.5,-0.5,325.8,332.2,48.80110413,-0.631937476,0.319043943,-0.950981419,0.023605203,-1
2020/2/12,37612639,333.5,336,333,335,3.5,325.85,332.2833333,54.92101328,0.183977065,0.187682738,-0.003705673,0.550545651,-1
2020/2/14,18326683,337,337,334.5,335,0,329.2,332.4166667,54.92101328,0.896107028,0.393261769,0.50284526,0.091329837,-1
2020/2/18,64662604,324.5,326.5,322,322,-9.5,330.55,332,42.76854631,0.044323863,0.396368924,-0.352045061,0.601986306,-1
2020/2/20,27061736,328,329,325,325.5,-1,329.75,331.3166667,46.34799654,-0.517711889,0.113727866,-0.631439755,0.021227849,-1
2020/2/21,22974534,325.5,326.5,323,325,-0.5,329.45,331.1166667,45.89752302,-0.779043333,-0.064826374,-0.714216959,0.03059595,-1
2020/2/24,42946680,319.5,321.5,319.5,320,-5,328.7,330.4833333,41.54862125,-1.373772602,-0.326615619,-1.047156983,0.190311341,-1
2020/2/26,60768362,317,320.5,316.5,318.5,-3.5,326.1,329.45,40.8236946,-2.152562698,-0.905871159,-1.246691539,0.009795747,-1
2020/3/3,55169411,318.5,320,316,317.5,6.5,320.4,327.7166667,42.80652318,-3.586206352,-2.090209793,-1.495996559,0.357674548,-1
2020/3/4,44745146,322,322,317,320.5,3,320.25,327.0833333,46.03420296,-3.36227581,-2.344622996,-1.017652814,0.353404226,-1
2020/3/5,38223525,325,326,323,323,2.5,319.9,326.4666667,48.63561686,-2.949084921,-2.465515381,-0.48356954,0.104532219,-1
2020/3/6,52807760,320,320.5,315,315,-8,318.85,325.4333333,41.70716514,-3.229928698,-2.618398044,-0.611530653,0.962851373,-1
2020/3/9,88633277,307.5,310,305.5,305.5,-9.5,316.9,324.2833333,35.27988501,-4.17098945,-2.928916325,-1.242073124,0.037196884,-1
2020/3/10,74869130,301.5,309,301,307,1.5,315.6,323.3666667,36.93251047,-4.741096996,-3.29135246,-1.449744537,0.023504986,-1
2020/3/11,64923710,309,310.5,302,302,-5,313.6,322.3333333,33.83139137,-5.532593257,-3.739600619,-1.792992638,0.121795804,-1
2020/3/12,114173351,299,299,287,294,-8,311.15,321.0333333,29.55527696,-6.727838552,-4.337248206,-2.390590346,0.021967732,1
2020/3/13,151268148,275,294,272.5,290,-4,308.55,320.15,27.67195737,-7.90670209,-5.051138982,-2.855563108,0.168217989,-0.333333333
2020/3/16,103933228,285,291,275.5,276.5,-13.5,305.1,318.7,22.46821271,-9.817131334,-6.004337453,-3.812793881,0.066901995,-1
2020/3/17,122409651,265,276.5,265,268,-8.5,300.15,317.1333333,19.92727586,-11.88009292,-7.179488546,-4.700604374,0.375062054,-1
2020/3/18,118620643,269.5,272.5,260,260,-8,294.1,314.9666667,17.8780017,-13.99916433,-8.543423703,-5.455740626,0.170288605,-1
2020/3/19,160811697,252,253,235.5,248,-12,286.6,312.3166667,15.33115428,-16.45713578,-10.12616612,-6.330969664,0.35319606,-0.5
2020/3/24,82377933,268,274,266,267.5,12.5,273.1,305.8,37.05123019,-17.02100625,-13.48299754,-3.53800871,0.386551629,-1
2020/3/25,80514199,276.5,280,274,277,9.5,270.6,303.9833333,42.28402553,-15.74370754,-13.93513954,-1.808568,0.394222378,-1
2020/3/26,54189633,279.5,280,275.5,280,3,269.2,302.15,43.87080882,-14.32424322,-14.01296027,-0.311282947,0.191404871,-1
2020/3/27,69320306,284,286,273,273,-7,267.5,300.0833333,41.03585162,-13.60729262,-13.93182674,0.324534121,0.523143413,0
2020/3/30,53403956,263.5,269,262.5,267.5,-5.5,266.6,297.8333333,38.908382,-13.32925677,-13.81131275,0.48205598,0.079401774,-1
2020/3/31,53901923,273,274,269.5,274,6.5,267.2,295.9166667,42.68990214,-12.44100353,-13.5372509,1.096247376,0.327370603,-1
2020/4/10,28206858,280,282,279,279.5,-3.5,277.2,287.1333333,46.34467816,-6.304962585,-9.559001023,3.254038437,0.213685948,-1
2020/4/13,22196596,278.5,281.5,278.5,278.5,-1,277.05,285.8,45.76554267,-5.830390607,-8.813278939,2.982888333,0.423680618,-1
2020/4/15,58561434,287,288.5,286,287.5,2.5,280.25,283.9833333,51.73606436,-3.869031387,-7.194082917,3.32505153,0.598514139,-1
2020/4/16,48257280,283,288.5,283,286.5,-1,281.5,282.95,51.02732815,-3.117646388,-6.378795611,3.261149222,0.123974959,-0.5
2020/4/17,117447201,303.5,308.5,300.5,306.5,20,285,282.4833333,62.18492928,-0.897984109,-5.282633311,4.384649202,0.54114955,-1
2020/4/21,61949357,300.5,301.5,293.5,295,-9,289.05,281.1833333,54.09386506,1.140767095,-3.048432576,4.189199671,0.178961488,-1
2020/4/23,39977278,300,300,294,295.5,1.5,291.2,280.4166667,54.33438285,1.761799801,-1.369671569,3.13147137,0.551602316,-1
2020/4/24,26465090,295.5,297,294,294,-1.5,292.65,280.15,53.22434039,1.881211774,-0.7194949,2.600706674,0.391338056,-1
2020/4/27,38493406,298,298.5,296,298,4,294.6,280.2833333,55.81659385,2.272418171,-0.121112286,2.393530457,0.039826767,-1
2020/4/28,37621165,298.5,298.5,294.5,296.5,-1.5,295.75,280.5,54.59472615,2.433364287,0.389783029,2.043581258,0.472428635,-1
2020/4/29,46253301,299,301.5,298,299,2.5,296.9,281.25,56.31130349,2.731161223,0.858058668,1.873102555,0.476676143,-1
2020/5/4,72252861,294.5,296.5,294,295,-9.5,297.55,283.6333333,51.95763591,3.077996772,1.704292902,1.373703869,0.600636986,-1
2020/5/5,23988405,296.5,298,295,295.5,0.5,296.7,285.2166667,52.3161115,2.852383164,1.933910955,0.91847221,0.141761781,-1
2020/5/8,35613893,300,300,296,297.5,0,297.35,288.5,53.88391514,2.575118996,2.270910463,0.304208532,0.945579195,1
2020/5/12,52494788,297.5,298.5,295,295,-6,297.75,289.8,50.84579141,2.420692152,2.381462135,0.039230017,0.06102985,-1
2020/5/13,46158418,293,297,292.5,297,2,297.8,290.6,52.6330239,2.275347325,2.360239173,-0.084891848,0.756446261,-1
2020/5/14,34480948,293,295,292.5,293,-4,297.2,291.45,48.81051577,1.816454969,2.251482332,-0.435027363,0.255732363,-1
2020/5/15,44304804,297.5,298.5,294.5,298,5,296.55,292.25,53.36937353,1.835083978,2.168202661,-0.333118683,0.653677179,-1
2020/5/18,96872065,291,293.5,290,290,-8,296.05,292.8666667,46.26915774,1.19059008,1.972680145,-0.782090065,0.338281202,-1
2020/5/19,53083214,294,294,291.5,291.5,1.5,295.65,293.4,47.6748047,0.791734859,1.736491088,-0.944756229,0.378674692,-1
2020/5/20,36789994,293,294,291,294,2.5,295.45,293.7666667,50.0215648,0.669649033,1.523122677,-0.853473644,0.014101527,-1
2020/5/21,36299468,296,298,295,297.5,3.5,295.45,294.1833333,53.18702459,0.845568696,1.387611881,-0.542043185,0.159325132,-1
2020/5/25,32942223,290.5,293,288.5,292,0,294,294.9,48.03807038,0.28560656,1.030795306,-0.745188746,0.942608936,-1
2020/5/26,35817481,295,297.5,293.5,295.5,3.5,294.05,295.4666667,51.50306339,0.366148636,0.897865972,-0.531717336,0.422566788,-1
2020/5/27,23375959,297,298,295.5,296.5,1,294,295.85,52.47811453,0.504850848,0.819262948,-0.314412099,0.326740143,-1
2020/5/29,96611181,292,292.5,290,292,-2,293.5,296.25,47.67422074,0.168523496,0.623366936,-0.45484344,0.692277542,-1
2020/6/1,37936214,294,296.5,293.5,295.5,3.5,294.05,295.8833333,51.54319085,0.25791706,0.55027696,-0.292359901,0.364106094,-1
2020/6/2,26663587,296,297.5,296,296.5,1,294.55,295.6333333,52.62109788,0.404787606,0.52117909,-0.116391483,0.475741206,0
2020/6/4,47225322,305,306,304,306,5,296.1,296.2333333,61.69216798,1.630904064,0.799610393,0.831293671,0.045731236,-1
2020/6/5,44077262,308.5,312,308,311.5,5.5,298.05,296.7666667,65.90467506,2.643909502,1.168470215,1.475439287,0.443958215,-1
2020/6/8,52042921,316,319,315,318,6.5,300.65,297.5666667,70.09063962,3.925963227,1.719968817,2.20599441,0.532460155,-1
2020/6/9,37068082,316.5,319,314,319,1,303,298.2666667,70.68689709,4.965453032,2.36906566,2.596387372,0.213493853,-0.5
2020/6/10,42207259,319,324,318,322.5,3.5,305.6,299.1333333,72.73558418,6.002484041,3.095749336,2.906734705,0.319298679,-1
2020/6/11,50612255,325.5,327,318.5,320.5,-2,308.25,299.85,69.73628836,6.587024187,3.794004306,2.793019881,0.288830923,-1
2020/6/15,51032404,316,317.5,308.5,309.5,-6.5,312.05,300.7166667,55.5515565,6.035850852,4.693086058,1.342764793,0.242893576,-0.333333333
2020/6/17,34692968,316.5,317,313.5,315,0,315.3,302,60.05792909,5.824201182,5.121252252,0.70294893,0.793521512,-1
2020/6/18,35443474,314.5,315,313,314.5,-0.5,316.15,302.5666667,59.42274453,5.615283894,5.220058581,0.395225313,0.145536316,-1
2020/6/22,37374616,314.5,316.5,312,312,-2.5,315.85,303.5,55.98897263,4.948406296,5.192536418,-0.244130122,0.203745395,-1
2020/6/24,55464024,319,320,316,317.5,2.5,314.95,304.85,61.45112143,4.805817659,5.050342783,-0.244525123,0.609262413,-1
2020/6/29,56672892,314,315,310,312,-5.5,314.1,305.4833333,53.94831724,4.326871243,4.905648475,-0.578777231,0.263282051,-1
2020/6/30,49241860,313.5,314,311,313,1,313.8,305.9833333,55.02354632,3.982091331,4.720937046,-0.738845715,0.25659616,-1
2020/7/1,29685342,315,318,314,317.5,4.5,314.6,306.9,59.59531663,4.025559019,4.581861441,-0.556302421,0.214827974,-1
2020/7/2,37789178,319,322,318,322,4.5,315.3,307.9166667,63.58190257,4.372713943,4.540031941,-0.167317998,0.026848099,-1
2020/7/6,57256220,332.5,338,332,338,8.5,319.1,310.45,73.86083229,6.454841906,5.027494507,1.427347399,0.344742557,-1
2020/7/7,59046323,343.5,346,338,338.5,0.5,321.5,312,74.11522221,7.409665306,5.503928666,1.905736639,0.047298874,-1
2020/7/8,33813218,337.5,342.5,337.5,341,2.5,324.4,313.6333333,75.40413897,8.272735886,6.05769011,2.215045776,0.747835665,-1
2020/7/9,37410376,346,347,343,345,4,327.4,315.2833333,77.34769677,9.173742913,6.680900671,2.492842242,0.00363911,0
2020/7/10,60902108,352.5,353,345.5,348.5,3.5,330.5,317.0166667,78.91751702,10.0543183,7.355584196,2.698734102,0.14341617,-1
2020/7/13,49459523,351,354.5,350.5,354.5,6,334.75,319.0333333,81.30885692,11.10828114,8.106123586,3.002157556,0.5887061,-1
2020/7/14,63030150,355,364,354.5,363.5,9,339.8,321.4166667,84.20328226,12.52539413,8.989977694,3.535416432,0.129888933,-1
2020/7/15,75105362,366,370,361,363,-0.5,344.35,323.6666667,83.43031244,13.45304226,9.882590606,3.570451651,0.145800714,-1
2020/7/16,68582512,359,361,353.5,357.5,-5.5,347.9,325.7,75.24749379,13.58777464,10.62362741,2.964147228,0.432524709,-1
2020/7/17,66403485,361,369,360,367,9.5,351.65,327.9,79.06662002,14.29632253,11.35816644,2.93815609,0.001640008,-1
2020/7/20,44940238,370,370,362.5,366,-1,354.45,329.9,77.70746604,14.6087595,12.00828505,2.600474451,0.433053131,-1
2020/7/21,64440128,372.5,387,371.5,383,17,358.9,332.2833333,83.04374972,16.04319007,12.81526605,3.227924017,0.210945354,-1
2020/7/22,43959670,381,386,379,384,1,363.2,334.4833333,83.29703434,17.06397539,13.66500792,3.398967467,0.177166141,-1
2020/7/23,45397282,382,383,379,381.5,-2.5,366.85,336.5666667,80.07663656,17.46984451,14.42597524,3.043869269,0.057931865,-1
2020/7/24,90988734,390,395,382,386,4.5,370.6,338.6833333,81.46567404,17.94772094,15.13032438,2.817396565,0.279752542,-1
2020/7/27,103315640,420.5,424.5,416.5,424.5,38.5,377.6,342.15,88.71487948,21.1888182,16.34202314,4.846795056,0.384225489,-1
2020/7/28,172157746,464,466.5,428.5,435,10.5,384.75,346.1166667,89.87768411,24.32427823,17.93847416,6.385804073,0.403040301,-0.8
2020/7/29,88641166,428,431.5,419.5,422,-13,390.65,349.8666667,79.02133835,25.46659845,19.44409902,6.022499434,0.468774708,-1
2020/7/30,69936949,436.5,441,428.5,434,12,398.3,353.8333333,81.27031452,27.02862599,20.96100441,6.067621579,0.489774426,-0.333333333
2020/8/3,77288571,420.5,424,415,416,-9.5,409.15,360.9,68.86120192,26.38404842,23.05446939,3.329579024,0.442222589,-1
2020/8/4,41697445,421.5,425.5,418.5,425.5,9.5,413.4,364.6,71.42743106,26.149944,23.67356431,2.476379685,0.379130033,-1
2020/8/5,47460834,430.5,433.5,426,429,3.5,417.9,368.5,72.33211862,25.94772608,24.12839667,1.819329409,0.152688426,-1
2020/8/6,43443627,437.5,438,431,435,6,423.25,372.5,73.86011022,25.97222513,24.49716236,1.475062768,0.244801049,-1
2020/8/7,37611388,433.5,434,428,433,-2,427.95,376.35,72.42431375,25.53589561,24.70490901,0.830986598,0.670502233,-1
2020/8/10,36067500,427.5,437.5,427.5,435.5,2.5,429.05,380.4666667,73.12752419,25.10246484,24.78442017,0.318044662,0.113117679,-1
2020/8/11,34545313,432,435,429,429,-6.5,428.45,384.3333333,68.25397916,23.95829583,24.61919531,-0.660899475,0.003414763,-1
2020/8/12,53980474,422,423.5,419,419,-10,428.15,387.7166667,61.46698675,21.99111731,24.09357971,-2.102462395,0.266893494,-1
2020/8/13,45669335,428,429,424.5,429,10,427.65,391.2833333,65.19421124,20.99699035,23.47426184,-2.477271482,0.521542371,-1
2020/8/14,24259947,424,428,423,427,-2,427.8,394.5333333,63.86369164,19.81928986,22.74326744,-2.923977583,0.354103137,-1
2020/8/17,34607731,427,435,425.5,435,8,429.7,397.7666667,66.7838488,19.30890582,22.05639512,-2.747489294,0.552757386,-1
2020/8/18,45504160,440,440.5,432,433,-2,430.45,400.9166667,65.36181077,18.52944362,21.35100482,-2.821561197,0.423815,-1
2020/8/19,31486800,436,436.5,427.5,427.5,-5.5,430.3,403.8,61.4845657,17.26884567,20.53457299,-3.265727317,0.642035764,-1
2020/8/20,75155235,427,427.5,401,415,-12.5,428.3,406.1333333,53.68948803,15.08725075,19.44510854,-4.357857793,0.96798549,-1
2020/8/21,41956467,421.5,427,420,424.5,9.5,427.45,408.6666667,58.0431571,13.96392423,18.34887168,-4.384947448,0.069045375,-1
2020/8/24,49199406,427.5,434.5,425,428,3.5,426.7,411.1166667,59.55185928,13.20389435,17.31987621,-4.115981865,0.497890904,-1
2020/8/25,37024899,433.5,436,430.5,434.5,6.5,427.25,413.4833333,62.26559889,12.97647613,16.4511962,-3.474720068,0.626062565,-1
2020/8/26,41406340,435.5,442,435,442,7.5,429.55,416.1166667,65.1693771,13.24870999,15.81069895,-2.561988966,0.956380351,-1
2020/8/28,57039210,440,440.5,431,435,-9,431.85,421.2666667,59.67015601,12.77291533,14.82872005,-2.055804719,0.001026102,1
2020/8/31,88569538,437,439.5,426.5,426.5,-8.5,431,423.2833333,54.42050025,11.4027044,14.14351692,-2.740812521,0.321762467,-1
2020/9/2,42013407,441,441,430.5,433,-2,431.75,426.65,57.1127186,10.18214689,12.82864735,-2.646500458,0.078341476,-1
2020/9/4,51349911,427,432.5,427,429,-7,434.3,429.9,54.00312244,8.761038795,11.5242694,-2.763230603,0.236380403,-1
2020/9/7,39854584,428,432.5,425,426,-3,434.1,429.95,52.13465096,7.638596223,10.74713476,-3.10853854,0.656864477,-1
2020/9/8,23714670,428,433,427.5,431,5,433.75,429.8166667,54.93335068,7.071000519,10.01190791,-2.940907395,0.786607491,-1
2020/9/9,40727362,425,428,423,427,-4,432.25,429.9833333,52.29882939,6.226633509,9.254853033,-3.028219524,0.118769131,-1
2020/9/10,35281921,432.5,435,430.5,435,8,431.35,430.0166667,56.76481783,6.132310256,8.630344477,-2.498034222,0.297748032,-1
2020/9/11,34893469,435.5,436.5,432.5,436.5,1.5,431.5,430.3833333,57.56700951,6.108184513,8.125912485,-2.017727972,0.253613155,-1
2020/9/14,39325833,436,442,435.5,441,4.5,432.95,431.2166667,59.96676755,6.378647996,7.776459587,-1.397811591,0.822841752,-1
2020/9/15,39661449,440.5,447,439.5,445,4,433.95,431.8666667,62.02275039,6.83694676,7.588557022,-0.751610262,0.441161803,-1
2020/9/16,70608238,460,462,455.5,458,13,436.45,432.8333333,67.80904715,8.155135857,7.701872789,0.453263068,0.092640744,-1
2020/9/17,44420506,453,455,446.5,448.5,0.5,437.7,433.2833333,60.54885574,8.337134313,7.828925093,0.508209219,0.190859446,-1
2020/9/18,52999922,447,449.5,443,444,-4.5,439.2,433.65,57.41308088,8.025741259,7.868288327,0.157452933,0.670948314,-1
