標題,日期,sentiments
[新聞] 〈台積電法說〉Q1雙率再超標 純益續寫新,2020/4/16,0.021296991034917778
"[新聞] 台積電Q2營收 估3,030~3,120億元",2020/4/16,0.12652576427745665
[新聞] 〈台積電法說〉Q2營收估增-2至0.8% 雙率,2020/4/16,0.06454841909130993
[新聞] 美股道瓊下跌逾200點台積電ADR一度大漲6％,2020/4/16,0.2835286599881738
[新聞] 台積電2020年Q1毛利率達51.8％、7奈米比,2020/4/17,0.35168137965410795
[新聞] 憂台積電受美限制，傳華為晶片擴大轉單,2020/4/17,0.5962931018774175
[新聞] 焦點股：台積電、欣銓、帆宣、晶技、定穎,2020/4/17,0.6932660482856601
[新聞] 外資認錯回補台積電5.7萬張 買超張數創,2020/4/17,0.9820936375947104
[新聞] 傳華為轉單中芯 台積電：未失去市占,2020/4/17,0.0824135835340668
[新聞] 台積電全面總體檢 明後年可望上看400元,2020/4/18,0.03541800365415726
[新聞] 14奈米競賽 中芯與台積電差距六年,2020/4/18,0.07502428786941318
[新聞] 台積5奈米就緒 催生新商機,2020/4/19,0.6309563579556821
[新聞] 台積電去年營收連10年創新紀錄 市占率52%,2020/4/21,0.17896148836244374
[新聞] 蘋果計劃明年Mac改用台積電代工自家晶片,2020/4/23,0.5516023156688664
[新聞] 台經院：台積電今年仍為護國神山,2020/4/24,0.4425521661131705
[新聞] 蘋果、台積合作深化 產能全塞滿,2020/4/24,0.340123945848088
[新聞] Q1財報傲人！台積電的下個決勝點,2020/4/27,0.03982676737053459
[新聞] 客戶沒砍單才是下半年風險！外資降評台積電,2020/4/28,0.00022265931093423674
[新聞] 台積電從技術落後2代到7奈米量產領先，,2020/4/28,0.9446346108875296
[新聞] 驚爆台積電大客戶劈腿？竟是死敵曝大招,2020/4/29,0.0009855912219361995
[新聞] 美緊縮出口 牽動台積布局,2020/4/29,0.952366693506423
[新聞] 不畏疫情 台積電調薪3-5％竹科廠商將跟進,2020/5/01,0.32627771109737724
[新聞] 上市櫃公司治理評鑑 台積電聯電排名前5%,2020/5/01,0.004598107345321845
[新聞]傳與台積電開發晶片 愛普股價創高周漲45%,2020/5/03,0.8389719597938372
[新聞] 中壽取得台積電公司債  利率：0.60%,2020/5/04,0.6006369856251712
[請益] 新手請益關於台積電的疑問,2020/5/05,0.14176178107557713
[新聞] 我國首波綠電轉供交易高達1.1億度 台積電,2020/5/08,0.9455791953306957
[新聞] 蘋果A14晶片變心！美2大廠互咬搶台積電7,2020/5/10,0.24520876636684574
[新聞] 美國要半導體自給自足 點名台積電赴美設廠,2020/5/10,0.7447626863864808
[新聞] 台積電董事會通過：今年Q1現金股利2.5元,2020/5/12,0.061029849844351
[新聞] 家登台南不動產賣台積電 估賺5.18億元,2020/5/13,0.5617304193251241
[新聞] 台積電竹南設廠啟動！最快明年中完工,2020/5/13,0.951162103051819
[新聞] 彭博指加州適合建新廠 台積電：無具體計,2020/5/14,0.45516396785537894
[新聞] 中環取得取得台積電普通股股票之公告,2020/5/14,0.41335858154157334
[新聞] 台積電遭調查反競爭案 歐盟執行委員會結案,2020/5/14,0.039523946667665566
[新聞] 沒事了！台積電遭調查反競爭案 歐盟執委,2020/5/14,0.11488295394214787
[新聞] 重磅！傳台積電週五宣布赴美設廠 落腳亞,2020/5/15,0.914157306264327
[新聞] 台積電將斥近3600億元在美建5奈米廠 2024,2020/5/15,0.9341968605902797
"[新聞] 台積電宣布投入3,600億元赴美設先進晶圓",2020/5/15,0.47208050141605074
[新聞] 台積電敲定赴美設5奈米晶圓廠、2024年開,2020/5/15,0.5356094665879437
[新聞] 剛取得千張台積電 中環股價飆至漲停,2020/5/15,0.5653434032893475
[新聞] 台積電赴美設廠 日月光投控：會以成本...,2020/5/15,0.5609783394083384
[新聞] 台積電7奈米加持！NVIDIA端全新A100 GPU,2020/5/15,0.5933743736470806
[新聞] 蓬佩奧讚台積電赴美設廠 中國：搞脫鉤沒,2020/5/16,0.647997100042306
[新聞] 陸美科技戰再起 台積電ADR重摔、美半導,2020/5/16,0.642227328072279
[新聞] 台積電赴美設廠 業界：迫於政治壓力 預,2020/5/16,0.9191670699007356
[新聞] 台積電沒有模糊空間了！美國最新公告,2020/5/17,0.27517632162815375
[新聞] 台積電赴美設廠 分析師：一壞兩好,2020/5/17,0.9813876333758694
[新聞] 美下追殺令 華為緊急下單台積210億,2020/5/18,0.2729722980975262
[新聞] 外資示警 台積營收恐減20%,2020/5/18,0.1076388481376147
[新聞] 台積電捲入貿易戰 台股520行情遇亂流,2020/5/18,0.04749731285893788
[新聞] 台積電擬赴美設5奈米廠 業者：獲利非難事,2020/5/18,0.8007955449586793
[新聞] 隨著圍堵華為和台積電赴美設新廠之後，,2020/5/18,0.46250200480004866
[新聞] 美國科技獵殺台積電解套　陸行之：扶植非,2020/5/19,0.9841971733456973
[新聞] 台積電已停華為新訂單,2020/5/19,0.10955444534695324
[新聞] 華為手機難產誰獲利？ 驚爆台積電死敵撿,2020/5/19,0.0037456256830988854
[新聞] 鴻海取代台塑成台灣產業新龍頭 台積電最,2020/5/19,0.3762197324183959
[新聞] 台積電赴美設廠掀四地效應 謝金河：對產,2020/5/19,0.7768828908680894
[新聞] 光環盡失？ 外資拋售台積 持股8年最低,2020/5/19,0.021448287010921274
[新聞] 台積電若停接華為訂單，三星受惠？韓媒：,2020/5/20,0.014101527087844401
[新聞] 半導體設備廠受惠台積電將赴美題材，家登,2020/5/21,0.30885748405013613
[新聞] 5奈米製程之爭揭曉 台積電領先三星逾1年,2020/5/21,0.00979277975040993
[新聞] 「老大要胡牌」台積電遭爆料：被點名來美,2020/5/23,0.3753560999865613
[新聞] 蘋果推智慧眼鏡 台積受惠,2020/5/23,0.6355309439717811
[新聞] 台積電赴美設廠目的 分析師：成為美國軍,2020/5/24,0.9945736542602738
[新聞] 「當年華府看台灣即中國！」 前台積電法,2020/5/24,0.5557124094613726
[新聞] 與時間賽跑 傳台積電趕在緩衝期內出貨華,2020/5/24,0.0030581352617026214
[新聞] 前台積電法務長爆料 張忠謀15年前規劃赴,2020/5/25,0.9426089363474967
[新聞] 油國基金出脫...台積被賣超70萬張 國巨、鴻海排第二第三,2020/5/26,0.19079337321045298
[新聞] 三星投資80億興建5奈米EUV代工廠緊追台積,2020/5/26,0.5519358835035825
[新聞] 《科技》XRSPACE拚當下一個台積電 周永,2020/5/26,0.524971107419859
[新聞] 華為影響可控 外資續喊買台積電,2020/5/27,0.32674014257471884
[新聞] 傳台積電強化 5 奈米製程提前量產，AMD,2020/5/29,0.6922775416539487
[新聞] 台積電5奈米擴建喊停 設備商：影響有限,2020/6/01,0.5767943367604622
[新聞] 台積5奈米擴建 延至明年Q1,2020/6/01,0.7720133443667462
[新聞] 駁先進製程時程延後傳言 台積電：一切依,2020/6/01,0.05854397859834115
[新聞] 索尼結盟台積電代工以對抗三星擴大投資CM,2020/6/01,0.0636587056314275
[新聞] 中環公告處分台積電,2020/6/01,0.4043949259603796
[新聞] 台積電率先推出7奈米汽車設計實現平台,2020/6/01,0.6558554629260612
[新聞] 日經：台積電停供晶片 華為擬透過聯發科,2020/6/01,0.01748190476828637
[新聞] 駁斥替華為採購台積電晶片 聯發科：一向,2020/6/02,0.8395400745292279
[新聞] 瘋買台積電 持股5張內小股東今年暴增12萬,2020/6/02,0.11194233606423565
[新聞] 中媒看中芯招股書 自剖與台積電的距離,2020/6/04,0.04573123607068541
[請益] 新手應該存台積電嗎？,2020/6/05,0.14280580478850746
[新聞] 台積電股價衝309元 市值突破8兆元,2020/6/05,0.7451106256904287
[新聞] 沒華為就慘了？台積電7月恐有大事發生,2020/6/07,0.034485464220894047
[新聞] 傳 AMD 提前下 5 奈米，台積電補上海思,2020/6/08,0.1496876102349115
[新聞] 台積研發2奈米 腳步加快,2020/6/08,0.9152326993425585
[新聞] 光阻劑事件台積電並未踢掉本土供應廠　「,2020/6/09,0.00124819145760946
[新聞]〈台積電股東會〉今年資本支出不變,2020/6/09,0.033711425809935136
[新聞] 《半導體》台積電：美政府補助是赴美設廠,2020/6/09,0.5834939132085811
[新聞] 4大客戶可補華為缺口？他曝台積電致命傷,2020/6/09,0.23552188068089208
[新聞] 台積電美國投資案 劉德音：一定可以賺錢,2020/6/10,0.13901065732336515
[新聞] 〈台積電109年股東常會〉赴美設廠：絕對,2020/6/10,0.7183990831851776
[新聞] 台積電 5 月營收,2020/6/10,0.1004862983689152
[新聞] 哭暈…買台積電沒聽老母的話！網驚1張竟,2020/6/11,0.2888309234214259
[新聞] 市場點名3家赴美聯軍 台積電：不評論,2020/6/15,0.22512622506629698
[新聞] 全球晶圓代工市占率 三星縮小與台積電差,2020/6/15,0.0055162184860961805
[新聞] 台積電組聯軍赴美 勝一漲停表態、多檔設,2020/6/15,0.4980382863381341
[新聞] 高盛點出台積電軟肋 更愛中芯國際,2020/6/17,0.7935215119165435
[新聞] 老謝讚護國神山 台積電開盤2分鐘填息！,2020/6/18,0.1455363155563948
[新聞] 幫找工作！管中閔向台積電推銷　「台大,2020/6/20,0.14309179290837337
[新聞] 前台積電老將、武漢弘芯CEO蔣尚義傳退意,2020/6/22,0.20374539458301177
[新聞]  中環處分台積電。獲利一千多萬！,2020/6/24,0.6092624127109878
[新聞] 台積跨海設廠 傳獲美金援,2020/6/25,0.7986590334586859
[新聞] 台積電供應鏈 蓄勢待發,2020/6/27,0.45705622729989415
[新聞] 台灣晶圓產能連五年奪冠、台積電是重要,2020/6/29,0.26328205149334716
[新聞] 5G晶片出貨旺... 聯發科大追單 台積電進,2020/6/30,0.2565961599884765
[新聞] 聯詠薪資中位數239.8萬稱冠 比下台積電,2020/7/01,0.2148279744693098
[新聞] 外資看好台積6月營收創高 將重返千億,2020/7/02,0.02684809880832595
[新聞] 台積電擴產不停歇 將再發債139億,2020/7/04,0.1409558901611444
[新聞] 三星投資3.6兆劍指台積電 日經：將是1,2020/7/05,0.003692459331045228
[新聞] 台積電再奪索尼CIS大單,2020/7/06,0.8248799302736519
[新聞] 外資上週買超110億 鴻海、台積電最受青睞,2020/7/06,0.515684820253326
[新聞] 三星跳過4奈米，期望直攻3奈米挑戰台積電,2020/7/06,0.010261900840633054
[新聞]亞股大漲後 道瓊早盤接力漲逾300點、台積,2020/7/06,0.02814357779511034
[新聞] 台積奪索尼大單 采鈺、同欣電齊迎商機,2020/7/07,0.047298874352325604
[新聞] 台積電向沃旭買20年綠電 創全球最大規模,2020/7/08,0.7478356645600628
[新聞] 台股開盤衝破12200關卡！台積電股價創新,2020/7/09,0.006676402847920926
[新聞] 又慘輸台積！三星砍掉4奈米驚爆2大危機,2020/7/09,0.0006018162329711751
[新聞] 台積電6月營收月增近3成創新高 Q2寫次高,2020/7/10,0.14341617041108545
[新聞] 台積電飆353元續創新高 市值9.15兆元破新,2020/7/11,0.9289420071506951
[新聞] 台積電動能下半年轉佳　但明年三大客戶,2020/7/12,0.5622289092235373
[新聞] 3個月賺650萬！他新冠股災「all in台積電,2020/7/12,0.033734187902586865
[新聞] 台積研發2奈米 大突破,2020/7/13,0.9942130104386909
[新聞] 台積電法說前傳喜訊 4字頭目標價重現江湖,2020/7/13,0.18319919090430004
[新聞] 華為掉單也沒差！外資喊台積電目標價500元,2020/7/14,0.0001953620554701052
[新聞] 財報週來了！克萊默：台積電最重要、美股體質看銀行股,2020/7/14,0.2595825036029654
[新聞] 台股創高後震盪收黑 關注台積電法說會,2020/7/15,0.14580071370966663
[新聞] 謝金河：台積電大聯盟可望成形 三大原因,2020/7/16,0.5316237340027989
[新聞] 台積電2q獲利 +81%,2020/7/16,0.5523499713322098
[新聞] 台積電超越三星 成為全球市值最高晶片廠,2020/7/16,0.42643961387294327
[新聞] 台積電營收創新高,2020/7/16,0.3925220997175134
[新聞] 台積電2020年第二季 每股賺台幣4.66元創,2020/7/16,0.24736526054204833
[新聞] 中環取得大立光&台積電普通股公告,2020/7/16,0.44484757415551124
[新聞] 台積電9月4日後不會供貨華為,2020/7/17,0.0016400082919659775
[新聞] 台積電環保支出7年砸千億 經濟效益逾百億,2020/7/18,0.034094743666422844
[新聞] 南韓媒體稱三星靠 EUV 縮小與台積電差距,2020/7/18,0.024966442577750714
[新聞] 日媒：日本計劃邀台積電與本土廠商共建,2020/7/19,0.0477970938890131
[新聞] 謝金河從台積電本益比看 股價還有空間,2020/7/20,0.4186594112297498
[新聞] 日本政府計劃邀請台積電赴日建廠,2020/7/20,0.5695204363519224
[新聞] 傳日本政府計畫邀請赴日建廠 台積電回應,2020/7/20,0.31097954684010487
[新聞] 「護國神山」市值破10兆！台積電387元刷,2020/7/21,0.06166801276084233
[新聞] EUV成為ASML金雞母、台積電與三星代工競,2020/7/21,0.543001811765765
[新聞] 台積電市值創高 經營團隊15人身價上億元,2020/7/21,0.13298370776092838
[新聞] 謝金河：台積電若邁向400元 台股12682點,2020/7/21,0.10612788214859137
[新聞] 台積電續創天價 張忠謀持股 價值478億,2020/7/22,0.17716614117651808
[新聞] 台積電貴森森 外資追世界先進,2020/7/23,0.11342164231081076
[新聞] 聯電慘輸台積電？陳水扁揭關鍵差異：西進,2020/7/23,0.0024420883117632908
[新聞] 【台股不斷更新】台積電飆天價　台股盤中,2020/7/24,0.004691150782301645
[新聞] 英特爾外包晶片製造？分析師：台積電不,2020/7/24,0.3368912434215753
[新聞] 前20大廠商撐起台灣1/3出口值 台積電連5年居冠,2020/7/24,0.24309926985670638
[新聞] 台積電漲幅收斂台股收跌109點 三大法人賣,2020/7/24,0.5343285045476481
[新聞] 台股沒有泡沫化疑慮 謝金河:台積電本益比,2020/7/25,0.06444794668442677
[新聞] 台積利多不斷 供應鏈歡呼,2020/7/25,0.44846406774235625
[新聞] 台積電ADR因英特爾失勢飆漲 周一開盤市,2020/7/25,0.014903923305455646
[新聞] 台積電ADR大漲　法人：本周台股將見證126,2020/7/26,0.0013928173445073577
[新聞] 台積電ADR暴漲9.69％ 法人：小心「拉東出,2020/7/26,0.13025431907242158
[新聞] 英特爾、超微助攻 台積電吃大單,2020/7/27,0.8618029859591129
[新聞] 台積ADR漲10% 台股蓄勢飆高 換算在台股,2020/7/27,0.021358738425172885
Fw: [新聞] 外包新生意…台積電不見得會接,2020/7/27,0.024814282805629917
"[新聞] 台積電亮燈漲停 台股站上12,686歷史新高",2020/7/27,0.4610484782926807
[新聞] 台積電獲得Intel 6nm芯片訂單 為自家獨,2020/7/27,0.2023807733320908
[新聞] 一將功成萬股哭！沒了台積電 大盤今跌42點,2020/7/27,0.20651265167829302
[新聞] 一張圖看懂台積電蟬聯5年外銷龍頭成績單,2020/7/27,0.6284196955984154
[新聞] 台積、發哥罩台股 12686改寫歷史高 老謝,2020/7/27,0.0261894672862506
[新聞] 分析師：台積電不一定吃得下,2020/7/27,0.7817731554723534
[新聞] 扼腕!台積電創高散戶錯失 分析師曝原因,2020/7/27,0.9823479446412817
[新聞] 七成都買台積電！這檔台股ETF爆量飆漲停,2020/7/27,0.02983221072192299
[新聞] 經濟解析／台積電為何能打敗700磅大猩猩,2020/7/28,0.41260944145958367
[新聞] 台積電ADR飆漲逾12%再創新高 聯電漲近16%,2020/7/28,0.20045133948434912
[新聞] 台積、聯電攜手快攻萬三 聯發科半路翻黑,2020/7/28,0.8294876776743676
[新聞] 超越嬌生Visa 台積電登全球市值第十大公司,2020/7/28,0.5451875978701194
[新聞] 上半年專利申請　台積電連續4年居冠,2020/7/28,0.9039264809396953
[新聞] 7奈米稱霸還不夠？ 傳台積電有望獲英特爾,2020/7/28,0.24415207354239643
[新聞] 出貨了！外資對台積電、聯電轉賣 買超15,2020/7/28,0.2963664575638283
[新聞] 台積再迎調升潮 500元成共識,2020/7/28,0.23246548370621467
[新聞] 美股道瓊早盤下跌 台積電ADR跌5.2%,2020/7/28,0.31722220022386416
[新聞] 他買到36元的台積電，工作忙碌忘記賣 ，,2020/7/28,0.04853426044587017
[新聞] 謝金河：物極必反　台積電階段任務完成,2020/7/29,0.9585562962678604
[新聞] 除了GPU委外生產 Intel更計畫與台積電合5,2020/7/29,0.5841331192416347
[新聞] 龍巖買了台積電股票 四個月賺70％,2020/7/29,0.6860055471867742
[新聞] 台積接單機率降？外資：推動英特爾委外代,2020/7/29,0.22320453315900557
[新聞] 中環取得台積電.....,2020/7/29,0.5601417570619023
[新聞] 謝金河：台積電完成階段性任務 台股聚焦Q,2020/7/29,0.1847010469974345
[新聞] 京城銀重押台積 直接多賺一個月,2020/7/29,0.08468065517950041
[新聞] 台積電可能掉槍？美媒爆恐跟這人有關,2020/7/30,0.3450628452549359
[新聞] 超微調高財測 台積好兆頭,2020/7/30,0.9539545492472347
[新聞] 英特爾7奈米慘！驚爆台積3、5奈米也撿槍,2020/7/30,0.17030588341128783
[新聞] 聽到隔壁大學生「買台積電賺到進口車」他,2020/8/02,0.12122023102337309
[新聞] AMD 趁勝追擊，傳明年成台積電最大客戶,2020/8/03,0.4422225893091688
[新聞] 傳三星5奈米出問題 高通晶片轉投台積電懷,2020/8/04,0.012236941808782986
[新聞] 彭博評台積電吃Intel訂單沒用分析師郭哲榮怒槓「邏輯不通」,2020/8/04,0.7460231236259971
[新聞] 台積電三個武器扳倒英特爾 挑戰500元天價,2020/8/05,0.12893670999123963
[新聞] 這檔ETF台積電占比近7成，股價更親民！,2020/8/05,0.2283516253508332
[新聞] 據日經新聞：台積電和富士康對收購ARM公,2020/8/05,0.10077694338933108
[新聞] 傳三星製程也受挫，台積電再度出手救援,2020/8/06,0.6967812878083789
[新聞] 日經報導：台積、鴻海 想入股安謀,2020/8/06,0.01732598017127296
[新聞] 《軟銀賣ARM》傳出台積電、鴻海有意入股A,2020/8/06,0.06797985692473218
[新聞] 三星發展晶片拚台積電！傳接思科、Google,2020/8/06,0.13003886190198344
[新聞] 中環-本公司處分台積電普通股股票之公告,2020/8/06,0.3118792565962454
[新聞] 媽媽給10張台積電 抱到現在年領股利200萬,2020/8/07,0.6705022325370178
[新聞] 華為證實 台積電9/15起不再供貨華為,2020/8/08,0.0015159860723167329
[創作］新世界秩序 ： 台積(一),2020/8/08,0.7444171484269153
[新聞] 台積出招 要找新活路,2020/8/09,0.18849171178708435
[新聞] 台積電將稱霸晶圓代工5年 3D封裝是未來新,2020/8/10,0.029899610228288465
[新聞] 台積５奈米 ８客戶瘋搶,2020/8/10,0.06471537807427852
"[新聞] 台積電上月營收1,059億元 年增25%",2020/8/10,0.32290795213970047
"[新聞] 台積電7月營收1,059億元 月減12.3%",2020/8/10,0.03494777657040693
[新聞] 再砸錢與台積電競爭 三星最快9月興建,2020/8/11,0.003414763150176303
[新聞] 台積電小心！中企頻出招挖角　外媒爆去年迄今已挖走上百人,2020/8/12,0.011952668572795755
[新聞] 2020年上半年半導體銷售10強、台積電排,2020/8/12,0.132818008524496
[新聞] 力特光電 36.5億元出售南科廠房給予台積,2020/8/12,0.655909805351276
[新聞] 台積電是誰的 美國真是最大的股東嗎,2020/8/13,0.8571658327415063
[新聞]大單到？外資曝台積發債原因！目標價530元,2020/8/13,0.0635034797492584
[新聞] 台積電2奈米新廠可能落腳中科十五廠旁,2020/8/13,0.6439577991253471
[新聞] 台積狂發債 外資推測接大單,2020/8/14,0.7074347098134738
[新聞] 台積電股票太貴，小資族買不起怎麼辦？,2020/8/14,0.0007715636344303167
[新聞] 傳英特爾新GPU產線 台積大單在握,2020/8/17,0.8508836888103034
[新聞] 台積電7奈米 獲博通HPC訂單,2020/8/17,0.2024049521948409
[新聞] 傳蘋果一款A14處理器命名玉山 台積電不,2020/8/17,0.164521429601595
[新聞] 強強聯手!台積電 7 奈米製程投產特斯拉,2020/8/17,0.9932194734322412
[新聞] 特斯拉吃大補丸！台積電 7 奈米 HPC 超大,2020/8/18,0.42381500024900276
[新聞] 中環投信取得台積電股票公告,2020/8/19,0.6420357641754028
[新聞]愛普攜手台積電與力積電搶下Google大單,2020/8/20,0.9679854902619496
[新聞] 台積電投資52億南科3度擴廠買地 加速5、4,2020/8/21,0.1147830737122979
[新聞] 台積電砸千億台幣採購30台EUV設備　遠勝,2020/8/21,0.023307675385762616
[新聞] 天價天量已現台股名師台積電攻不過466就,2020/8/22,0.01152927660265346
[新聞] 台積電有抗體 鐵嘴外資喊536元,2020/8/24,0.024422450728843192
[新聞] 彩晶出售南科閒置資產給台積電,2020/8/24,0.9713593571236985
[新聞] 擴產進度驚人 Aletheia喊台積590元,2020/8/25,0.30809267842509214
[新聞] 台積電連4次購地　謝金河：不尋常！,2020/8/25,0.5385344119059463
[新聞] 台積電技術論壇 魏哲家：3奈米明年試產,2020/8/25,0.9879735072364642
[新聞] 台積電2奈米將落腳竹科，緊鄰新建研發中,2020/8/25,0.9935626008570013
[新聞] 台積持續擴產 漢唐 帆宣 迅得 家登 好樂,2020/8/25,0.9794435227294772
[新聞] 台積電2020技術論壇：揭露先進製程最新時,2020/8/25,0.08958325019282742
[新聞] 中環處分台積電股票.....小賺,2020/8/25,0.4852479827075694
[新聞] 越做越強，台積電5奈米良率比7奈米更高,2020/8/26,0.9563803512468173
[新聞] 半導體庫存風險大！外資開出台積電降評,2020/8/28,0.0010261022170802159
[新聞] 蘋果A16搶輸了 台積電3奈米頭號客戶換人,2020/8/31,0.10119561999027193
[新聞] 散戶295元殺出10張淚灑股市 專家曝:台積,2020/8/31,0.8352803732261944
[新聞] 台積電擴大半導體學程 降低產學落差,2020/8/31,0.028811406964046826
[新聞] 台積電軟腳 台股虎頭蛇尾月線得而復失,2020/9/02,0.07834147594010421
[新聞] 就算買台積電 多數散戶還是賠錢！,2020/9/04,0.1373387708279965
[新聞] 台積電搶下訂單!特斯拉自駕晶片有多神？,2020/9/04,0.3354220348583399
[新聞] 中環投信取得台積電股票公告 9/4,2020/9/05,0.6175550191809189
[新聞] 台積電先進製程獨霸 聯電另有一片天,2020/9/06,0.09173791703429734
[新聞] 台積電一張43萬不貴　美媒三大理由：全球,2020/9/07,0.6568644766156856
[新聞] 4倍薪狂挖台積電員工 竟是中國晶片史上最,2020/9/08,0.8016569267062097
[新聞] 全球企業收益排行因疫情洗牌 台積電列23,2020/9/08,0.7715580547690487
[新聞] 台積電ADR挫跌逾2% 聯電、日月光逆勢大漲,2020/9/09,0.02975686080788953
[新聞] 全球獲利百大 台積排23名,2020/9/09,0.2906111939227475
[新聞] 新思設計平台通過認證 台積電3奈米可望,2020/9/09,0.03593933668856242
[新聞] 外資曝英特爾最新動作！台積電比預期更,2020/9/10,0.5164102075118464
[新聞] 中環處分台積電普通股 獲利338萬2550元,2020/9/10,0.07908585554958669
[新聞] 財經觀測站》台積電的吸星大法,2020/9/11,0.08559458435792666
[新聞] 台積電首度發行「10億美元公司債」！積,2020/9/11,0.42163172536346716
[新聞] 猛追台積電！韓媒：三星首搶得高通旗艦,2020/9/14,0.822841752243156
[新聞] 輝達併安謀 台積電利多,2020/9/15,0.32260577117817557
[新聞] 索尼下修PS5出貨目標 傳因台積電良率不良,2020/9/15,0.05685564850205904
[新聞] 英特爾晶片委外大單是否花落台積電仍是謎,2020/9/15,0.9440239890360631
[新聞] iPad Air率先採5奈米晶片台積電ADR飆逾6%,2020/9/16,0.08847165627422027
[新聞] 台積電股價大漲17元 市值逼近12兆元,2020/9/16,0.09680983108413188
[新聞] 台積電良率差影響PS 5出貨量？業界：Sony,2020/9/17,0.18487250243512432
[新聞] 台積電目標價新時代 里昂開出600天價,2020/9/17,0.07083577813726294
[新聞] 美股科技股走跌拖累 台積電除息行情失靈,2020/9/17,0.3168700594869728
[新聞] 2年燒光660億！4倍薪挖台積電員工　武漢,2020/9/18,0.6709483139163165
[新聞] 狠甩三星！台積大突破 2奈米超進度,2020/9/21,0.26098756518779587
[新聞] AMD宣稱已獲得供貨華為的許可證、台積電,2020/9/21,0.06637951980597845
[新聞] 憂中芯國際遭制裁 傳高通將轉單台積電等,2020/9/22,0.3204680807782222
[新聞]  台積連四黑 台股量縮大跌,2020/9/23,0.4688387675101737
[新聞] 外資挺晶圓雙雄 台積目標價587 聯電40元,2020/9/23,0.011067666218673167
[新聞] 台積劉德音：半導體效能每二年倍數提升,2020/9/24,0.04815767845777952
[新聞] 純晶圓代工市場於2020年將成長19%，台積,2020/9/24,0.038466976015983145
[新聞] 新iPhone倒數 蘋概動起來 台積電、玉晶,2020/9/27,0.971056958457416
[新聞] 中芯禁令 外資：台積電最大贏家,2020/9/28,0.4619015139504986
[新聞] 大突破！台積3奈米首波爆棚 這大咖全包,2020/9/30,0.9590940545159785
[新聞] 英特爾委外台積電代工處理器將自 3 奈米,2020/9/30,0.12554250534879563
[新聞] 台積電爆了！狂掃全球半數EUV機台狠甩死敵,2020/10/02,0.006018915129914593
[新聞] 川普確診！他預言台股變盤　台積電「跌到,2020/10/03,0.04434753495480548
[新聞] 台積電早盤收復月線 市值衝11.35兆元,2020/10/05,0.14785820891399204
[新聞] 中芯禁令上路 旺宏、聯電、台積電受惠,2020/10/05,0.5495252013522779
[新聞] 明年7月換發數位身分證 徐國勇掛保證：台積電製可放心,2020/10/06,0.9892836093886175
[新聞] 輝達打造超級電腦 台積進補,2020/10/07,0.6867755887586751
[新聞] 外資喊買台積電 目標價上調到600元,2020/10/07,0.0070962688743821944
[新聞] 台積電產能滿載吃不下 高通大單又被三星端走,2020/10/07,0.11390667843226443
[新聞] 外資喊多雙雄 台積電目標600 聯電45,2020/10/08,0.024298952901756987
[新聞] 台積公司2020年9月營收報告,2020/10/08,0.048388573863984985
[新聞] 台灣半導體前20大公司薪資排行曝光 台積,2020/10/08,0.10657341064852588
[新聞] NVIDIA、超微、蘋果訂單爆發　台積電三俏,2020/10/09,0.44904597521001854
[新聞] 政院拍胸脯 助攻台積1奈米,2020/10/09,0.5908220708335306
[新聞] 華為解套｜台積電傳獲部分出貨許可　ADR,2020/10/09,0.5233425815378281
[新聞] 傳可部分供貨華為 台積電：不評論市場傳聞,2020/10/10,0.004845942978287554
[新聞] 巴菲特小心！　台積電超車,2020/10/11,0.9676888729307211
[新聞] 台積電經13日終填息 改制季配息來最長紀錄,2020/10/12,0.27589415050013866
[新聞] 台積電填息完成 下一步瞄準過新高,2020/10/12,0.4863761157841209
[新聞] 供貨華為是大利多？外資對台積電預測出爐,2020/10/13,0.016320861407921217
[新聞] iPhone 12全系列亮相 法人：台積電可望受惠,2020/10/14,0.7318264066728312
[新聞] 台積法說會 散戶有好康？ 專家驚爆2結局,2020/10/14,0.02997280813068659
[新聞] 輝達新晶片 明年轉單台積,2020/10/15,0.6898328617699978
[新聞] 台積電 Q3 EPS beat,2020/10/15,0.4731111724953232
[新聞] 台積電第3季獲利創新高 每股純益5.3元,2020/10/15,0.777501632669815
[新聞] 台積電法說 Q4營收可望季增近5% 再創新,2020/10/15,0.689817138133352
[新聞] 台積電2020年Q3營收增29.2%、毛利率53.4%,2020/10/15,0.5875068696782211
[新聞] 台積電ADR開低走高逆勢抗跌 帶動台指期夜,2020/10/15,0.5555505609984497
[新聞] 台積電ADR收黑！華爾街短空長多,2020/10/16,0.060323164621782444
[新聞] 台積目標價 二外資上修,2020/10/16,0.014276403742170318
[新聞] 台幣暴升又怎樣？老謝揭台積法說大驚奇,2020/10/16,0.016986454112790317
[新聞] 453元的台積電仍值得投資！謝金河拿數據,2020/10/16,0.7859426865386528
[新聞] 赴美設廠 台積電積極準備,2020/10/17,0.37548792430242117
[新聞] 分析師：三星如「蒸氣壓路機」壓境，長期料奪台積電部分市占,2020/10/19,0.004158627754482613
[新聞] 高通、博通轉單 台積28奈米快塞爆,2020/10/21,0.11132522312567439
[新聞] 中科環差案初審過關 台積電利多,2020/10/21,0.3062049935565254
[新聞] 台灣窮得只剩下台積電？謝金河爆1句戳破,2020/10/21,0.004374201458410054
[新聞] 傳華為悄囤大量台積電晶片 足供中國5G至明年底,2020/10/23,0.8597303448898409
