標題,日期,sentiments
[新聞] 川普想搞死華為！台積電究竟挺誰？,2019/5/20,0.056083871710404076
[新聞] 台積電總裁魏哲家 週四將跟台灣客戶信心,2019/5/20,0.5805275293795231
[新聞] 美封殺華為火力全開　台積電全年跌幅恐超,2019/5/21,0.03702435349037936
[新聞] 台積電等16檔 自營撿便宜,2019/5/21,0.6291926211484553
[新聞] 華為生存關鍵 中國媒體點名台積電,2019/5/21,0.2044335368138005
[新聞] 為什麼台積電可繼續出貨給華為？揭開中,2019/5/23,0.007256062537522756
[新聞] 台積電：對華為出貨不變 第2季財測目標不,2019/5/23,0.007955351227506013
[新聞] 台積電:下半年強勁成長 全年成長目標不變,2019/5/23,0.004888779083782935
[新聞] 台積電南科傳氮氣外洩 2工人無呼吸心跳,2019/5/23,0.05896532138758814
[新聞] 安謀分手華為 衝擊台積接單,2019/5/23,0.08113223581330342
[新聞] 魏哲家承諾：台積電將在台灣繼續投資,2019/5/24,0.6595159729741996
[新聞] 華為影響3Q訂單能見度　台積電產能預購祭,2019/5/24,0.03060301093079154
[新聞] 台積電不甩華為禁令 這神秘數字驚揭真相,2019/5/24,0.021031527948546125
[新聞] 華為衝擊下三不變 台積電自信的三大原因,2019/5/24,0.09345196352101981
[新聞] 挺華為能撐多久？驚爆台積電3大危險,2019/5/26,0.05250825107658663
[新聞] 台積迎超微大單 下半年營運動能強,2019/5/27,0.9597333700924816
[新聞] 外資示警台積電恐降下半年財測  聯詠、匯,2019/5/27,0.031357418039627105
[新聞] 一場華為風暴，讓台積電市值縮水兆元！,2019/5/27,0.042277553509627475
[新聞] 台北電腦展暖身！AMD總裁宣布攜手台積電7,2019/5/27,0.8575998982461445
Fw: [新聞] 台積迎超微大單 下半年營運動能強,2019/5/27,0.955472748893457
[新聞] 超微7奈米大軍3Q全面放量　台積電下半年,2019/5/28,0.47642973654527454
[新聞] 台積雙憂 外資看淡聲四起,2019/5/28,0.3714693243414826
[新聞] 25% 技術門檻，華為保住台積電繼續供貨，,2019/5/29,0.2370133774402391
[新聞] 台積電單月跌勢創10年最差 投資人2字感嘆,2019/5/30,0.01780143419370872
[新聞] 美抵制華為 專家:台積電等大廠快撤出中國,2019/5/30,0.9542511135101286
[新聞] 陸半導體新貴：台積電若不幫華為　就沒,2019/5/30,0.0002092120286730781
[新聞] 台積電都跌到230元了 法人坦言：買點仍1,2019/5/30,0.32656830544509874
[新聞] 野村談持股策略 三星優於台積電,2019/5/31,0.3649498076764939
[新聞] 挺華為恐變不挺！老美戳中台積電3大要害,2019/6/02,0.041575477232207114
[新聞] 台積出貨華為 美無可奈何,2019/6/03,0.47973263187306037
[新聞] 華為禁令讓台積電躺著也中槍　業界憂：,2019/6/03,0.058516072838094235
[新聞] 美國是否會施壓台積電？郭明錤列11點Q＆A,2019/6/03,0.7488361615959807
[新聞] 貿易戰亂炸股市 外資點名這企業勝台積電,2019/6/03,0.2281525151131284
[新聞] 沒有張忠謀的股東會 台積電股東聚焦5問題,2019/6/03,0.004215767316601227
[新聞] 台積電處分中芯9437張持股 處分收益約1.2,2019/6/04,0.6576804390790677
[新聞] 台積明股東會 先駁假新聞,2019/6/04,0.3099430091480859
[新聞] 台積電股東會發10元股利！劉德音：朝3方向發展,2019/6/05,0.0026213488730263412
[新聞] 〈台積電股東會〉劉德音：中長期是很好的,2019/6/05,0.09495421679224192
[新聞] 劉德音證實 台積電來自華為訂單減少,2019/6/05,0.0023731193785722082
[新聞] 台積電下半能否彈升　端看蘋果、超微有多,2019/6/06,0.07053324884842693
[新聞] 5外資看台積電 4家喊買1家重申「中立,2019/6/06,0.10509500633109348
Fw: [新聞] 台積電前進美國？ 劉德音：考慮收購半導,2019/6/06,0.245881246939347
[新聞] 台積電考慮赴美投資 經濟部長說話了,2019/6/06,0.0906664221179464
[新聞] VLSI技術及電路研討會　台積電發布新興記,2019/6/07,0.9788632704995289
[新聞] 台積電5月營收804.37億元 創今年新高,2019/6/10,0.060385106269382205
[新聞] 韓媒：三星搶台積7奈米單,2019/6/12,0.3845708197643216
[新聞] 若台積電考慮在美收購，誰是首要目標？,2019/6/12,0.6117945239462036
[新聞] 台積環評過關 2奈米留台灣,2019/6/12,0.0298160152681215
[新聞] 【環評過關】台積電兩奈米技術落腳竹科,2019/6/13,0.7509702494721733
[新聞] 華為訂單減少 大摩下修台積電目標價至219,2019/6/14,0.004611691482669822
[新聞] 台積電與三星爭奪晶圓代工的主導權,2019/6/17,0.04835028459402979
[新聞] 台積電繳稅逾350億元蟬聯冠軍 鴻海第二名,2019/6/17,0.09856617843881388
[新聞] 因華為禁令風險 傳英特爾捨台積電找三星代工,2019/6/18,0.0049688931539838554
[新聞] 為何選擇三星電子代工？台積電代工跌破50,2019/6/18,0.001199961240311631
[新聞] 為什麼英特爾量產 10 奈米不久後，台積電就能量產全球首個 5,2019/6/24,0.0708101545010269
[新聞] 台積電秀自研 4 核心晶片，7 奈米製程最高時脈達 4GHz,2019/6/24,0.9935977399649896
[新聞] 台積電除息遭外資自營商反手賣超 填息率,2019/6/24,0.33785950553060784
[新聞] 台積電不畏中美貿易戰 今年研發上看千億,2019/6/24,0.9993490444644371
[新聞] 蔣尚義赴武漢弘芯任CEO　希望與台積電是,2019/6/26,0.47709269256809383
[新聞] 台灣專利王！台積電全球專利數逾3.4萬件,2019/6/29,0.39322119264768185
[新聞] 華為解禁 台供應鏈嗨 川普讓步意外利多 台積大立光看漲,2019/6/30,0.8554387516052772
[新聞] 台積電財務長兼發言人何麗梅轉歐亞區業務,2019/7/02,0.978556313273966
[新聞] 7奈米肥單真的沒了 台積電激戰三星敗走,2019/7/03,0.024536224563296516
[新聞] 台積電、聯發科等逾50家大廠力拱　AI晶片,2019/7/03,0.7157885905247489
[新聞] 三星奧步搶台積電單　業界憂5奈米也砍價,2019/7/03,0.019153634013686527
[新聞] 大摩力挺台積電，認為 NVIDIA 7 奈米繪,2019/7/04,0.21534701221145847
[新聞] NVIDIA從台積電轉單三星　三方各有盤算,2019/7/04,0.5726714308343003
[新聞] 大小摩：輝達7奈米訂單 台積電穩拿,2019/7/04,0.638889982146737
[新聞] 尾盤買單敲進台積電 台股終場翻紅,2019/7/05,0.009537282789208734
[新聞] 輝達：下一代GPU仍由台積電生產,2019/7/07,0.9792534824517458
[新聞] 台積電仍是 NVIDIA 7 奈米合作對象，打臉,2019/7/08,0.16504432814872017
[新聞] 台積電Q1配息2元，9月19日除息,2019/7/09,0.026543616508816315
[新聞] 日對韓管制半導體關鍵原料 意外揭露台積,2019/7/10,0.028793254882187314
[新聞] 台積電營收公布前外資連六賣 法人估Q2營,2019/7/10,0.03998733684062683
[新聞] 台積電6月營收858.68億今年新高 月增6.8%、年增21.9%,2019/7/10,0.23328871263794915
[新聞] 台積電成大贏家？日韓貿易戰 傳三星7奈,2019/7/10,0.03199945450745145
[新聞] 挖礦潮復活？傳比特大陸向台積電下 7 奈,2019/7/11,0.3590651317080513
[新聞] 台積電計畫自己興建太陽能電廠,2019/7/12,0.5389744064776609
[新聞] 超狂！台積電自種綠電 估規模達核電廠等,2019/7/12,0.8382648872593743
[新聞] 台積7奈米夯 下半年滿載,2019/7/15,0.09844843444445206
[新聞] 台積電撿到槍！日韓幹架 三星災難在後頭,2019/7/15,0.11869407961204004
[新聞] 超微新品熱賣 台積7奈米吃定心丸、法說前,2019/7/16,0.8045424286557613
"[新聞] 台積電法說會前夕 外資轉賣超8,125張",2019/7/17,0.6862582431002877
[新聞] 個股：台積電(2330)稱Q4會比Q3更好，在,2019/7/18,0.03011064076794101
[新聞] 台積電Q2獲利667.7億元季增8.7% EPS 2.57,2019/7/19,0.7449123964791564
[新聞] 台積電預估2019年全球半導體業衰退3%、,2019/7/19,0.09748864529135659
[新聞] 台積電法說後 外資喊上325元,2019/7/19,0.49171829215882945
"[新聞] 挑戰百萬年薪！台積電擴大徵才 招募逾3,000名員工",2019/7/26,0.022289548802768344
[新聞] 日韓貿易戰牽動7奈米競爭 台積狠甩三星,2019/8/05,0.004233274752634908
[新聞] 陸廠94億訂單需現金支付！台積7奈米大爆單,2019/8/09,0.03142516992450661
[新聞] 晶圓代工第3季展望 台積電獨旺,2019/8/10,0.7342380412355135
[新聞] 接棒蔣尚義 台積電前處長楊光磊任中芯,2019/8/12,0.4981767399062478
[新聞] 台積電7月營收847.58億元 月減1.3% 8月可,2019/8/12,0.015478153810390305
[新聞] 台積電Q2股息2.5元，12月19日除息,2019/8/13,0.0013677106215742585
[新聞] 外資：台積得利,2019/8/23,0.5966998828171738
[新聞] 格芯提告台積電侵權 要求美國禁止進口其,2019/8/26,0.02906511690974589
[新聞] GF跨國提告台積電專利訴訟，要求禁止進口,2019/8/28,0.7046116004439399
[新聞] 被老二狠開1槍…台積電嗆爆竟撿到大砲,2019/8/29,0.03189969000994097
[新聞] 格芯控告台積電侵權 恐牽動挖礦產業,2019/8/30,0.16349458264078343
[新聞] 投資台積電、電信三雄 新光人壽今年現金,2019/8/30,0.7751165294587753
[新聞] 蘋果9/10新機發表 台積電獨吃A13大單,2019/8/30,0.6535062772744715
[新聞] 外資喊買台積電 目標價拚310元,2019/8/30,0.018435384523208476
[新聞] 台積電去年貢獻GDP達4.46％新高 附加價,2019/8/30,0.30457120504699897
[新聞] 華為Mate 30傳不採用安卓 外資：台積、聯,2019/9/03,0.3681739995803295
[新聞] 台積電叛將沒力？ 貿易戰害慘…陸晶圓代,2019/9/03,0.08627788666463698
[新聞] 以小博大！格芯為何要告台積電？,2019/9/05,0.7590335665027135
[新聞] 受惠5G發展加速 外資喊進台積電,2019/9/05,0.13705792104593495
[新聞] 7奈米訂單大爆發 台積8月營收衝千億,2019/9/09,0.17681699196810174
[新聞] 台積電8月營收衝上1061億元 創歷史新高,2019/9/10,0.13131074422624955
[新聞] 強勁！ 台積電8月營收1061.18億元創新高,2019/9/10,0.28746538150188305
[新聞] 預估台積電第 3 季市占仍提升，南韓媒體,2019/9/14,0.1339578363778442
[新聞] 台積電：摩爾定律仍活躍 未來可能發展至1,2019/9/18,0.4867792806447223
[新聞]台積電 7nm 訂單交貨時間需時六個月,2019/9/19,0.02416618302454132
[新聞] 台積電：人才問題是半導體業隱憂,2019/9/19,0.00846108246443611
[新聞] 傳高通回頭 台積電產能塞爆,2019/9/21,0.07149308019089073
[新聞] 台積電曝先進製程佈局至1奈米 韓媒：三星,2019/9/24,0.06105034418021227
[新聞] 華為麒麟1000處理器曝光 將採用台積電5奈,2019/9/25,0.2399260405558874
[新聞] 阿里AI晶片問世 台積助攻,2019/9/26,0.49919475664048796
[新聞] 撿到原子彈！台積電逆天 股價飆新高,2019/9/27,0.3591767312688523
[新聞] Q4營收將優於預期 外資︰台積目標價320元,2019/9/27,0.001263911718347499
[新聞] 台積電反擊格芯 在美德新加坡控侵犯25項,2019/10/01,0.9291459723704483
[新聞] 美國發起337調查 台積電怒了：奉陪到底,2019/10/01,0.9438067086965738
[新聞] 台積電以25件專利在美、德和新加坡重量,2019/10/01,0.9499551689874468
[新聞] 台積電強調技術自研發動侵權反擊，陸行,2019/10/01,0.9961091361125493
[新聞] 得益於先進製程優勢，台積電於2019年下半,2019/10/01,0.27624986057304135
[新聞] 台積大漲加外資大買上百億　台股勁揚進逼,2019/10/02,0.07182666494969991
[新聞] 小摩喊進台積：絕不會太貴,2019/10/03,0.07439244055364747
[新聞] 就算給台灣第二家台積電，還是會被外資買,2019/10/07,0.05125451645955703
[新聞] 台積電飆286.5元新高價 台股攻破萬一關卡,2019/10/08,0.14029697631218319
[新聞] 台積電全球第一以EUV導入N7+、助攻客戶,2019/10/08,0.4295903924690837
[新聞] 台積電超越迪士尼 市值7.42兆元晉升全球,2019/10/08,0.9657591908096016
[新聞] 感謝台積電 新光金獲利快追平去年同期,2019/10/09,0.48028169797079356
[新聞] 三星滾吧！台積電出驚人絕招 華為明年下,2019/10/10,0.0958970202027819
[新聞] 法說前外界看好台積電Q4營運,2019/10/11,0.959109513620195
[新聞] 台積電市值飆全球第20大！謝金河：無可超,2019/10/11,0.08201059387898213
[請益] (新手蠢問題)為什麼都推薦買台積電?,2019/10/11,0.09516931416097651
[新聞] 台積電還能買嗎？八外資財測全都露,2019/10/14,0.33133020647827616
[新聞] 郭明錤：iPhone SE2將現換機潮 看好台積,2019/10/14,0.2277716192777034
[新聞] 台積電股價衝293.5元新高 市值攀7.61兆元,2019/10/15,0.7148759930212942
[新聞] 台積電迎接法說會 股價創新高,2019/10/15,0.1562079119551918
[新聞] 《半導體》台積電領頭衝，花旗喊上364元,2019/10/15,0.024875216499661512
[新聞] 台積電法說〉Q3純益季增逾5成 每股賺3.9,2019/10/17,0.0861272604508121
"[新聞] 台積電Q3獲利1,010.7億元 每股賺3.9元",2019/10/17,0.0397891263616863
[新聞] 台積資本支出上修約40%到140～150億,2019/10/17,0.6609331181152157
[新聞] 成長擋不了！台積電 2019 年第 3 季營收,2019/10/17,0.2513607901652648
[新聞] 台積電投資增4成不是重點！ 美作家驚這,2019/10/19,0.36821093049324016
[新聞] 買台積為何賺不到？老謝揭散戶致命錯誤,2019/10/21,0.9465875095607154
[新聞] 台積電 7 奈米強化還不夠，5 奈米強化連,2019/10/21,0.9889875182484463
[新聞] 台積電神龍擺尾！ 台股收11271.25 點 寫,2019/10/22,0.036227309515526884
[新聞] 英特爾CPU代工 台積等著吃,2019/10/26,0.5203266624951685
[新聞] 台股戰新高 聚焦電子法說及台積走勢,2019/10/27,0.03005057892798868
[新聞] 美軍盼晶片在地生產 台積電評估赴美建新,2019/10/28,0.9443888588486583
[新聞] 台積電 5 奈米良率達到 50%，2020 年第 1,2019/10/28,0.21324177782727205
[新聞] 台積公司和格芯宣布透過全球專利交互授權,2019/10/29,0.06638155996700557
[新聞]  台積電與格芯達成和解及全球專利交互授,2019/10/29,0.22341041923509763
[新聞] 謝金河26年前花6萬買台積電 現變900萬,2019/10/29,0.3227424409208828
[新聞] 台積電砸600億屏東蓋太陽能電廠,2019/10/30,0.663483750060329
[新聞] 台積股價衝300元 市值往8兆元邁進,2019/10/31,0.05694269270063157
[新聞] 台積電漲到3百元張忠謀：不意外有信心看漲,2019/11/02,0.9418930728656019
[新聞] 台積電的5奈米已經幫HPC做優化,2019/11/03,0.15218681053862604
[新聞] 台積後市強 目標價外資喊到424元,2019/11/04,0.04649300476412521
[新聞] 台積電採購綠電挑戰10億度、不自建太陽,2019/11/04,0.6253122986620052
[新聞] 台積電市值飆近8兆元新高 帶動台股大漲,2019/11/04,0.897270553992485
[新聞] 台積電股價盤中再飆　領軍台股攻11600點,2019/11/05,0.013012767123842917
[新聞] 美國:台積造的晶片最後跑到中國對台導彈裡,2019/11/06,0.9800124657024408
[新聞] 韓媒：台積電獨吞華為大單，三星離 2030,2019/11/06,0.018052442155902737
[新聞] 台積電10月營收破千億 創歷史次高,2019/11/08,0.07907509305378713
[新聞] Arm科技論壇：聚焦5G、AI、IoT，台積電將,2019/11/11,0.5704025491990404
[新聞] 台積電前途似錦但要站穩300元還有兩變數,2019/11/11,0.23415366637082935
Fw: [新聞] 台積電「一張白紙」強碰三星「老謀深算」,2019/11/12,0.010991810057641493
[新聞] 不怕美追殺！陸晶圓大咖暴賺3倍 台積電叛,2019/11/14,0.508404673072923
[新聞] 力積電明年上興櫃 朝「小台積電」發展,2019/11/14,0.11805543554034614
[新聞] 挾台積電利多 信紘科股價近月飆漲1.2倍,2019/11/15,0.04154577649589242
[新聞] 華為高層訪台積電敦促先進製程前進中國，,2019/11/15,0.09207182715311868
[新聞] 除了技術還有更具威脅的挑戰！台積電下一,2019/11/17,0.9612194618920614
[新聞] 7奈米訂單塞爆…台積電能見度 看到明年Q2,2019/11/18,0.32737060279903807
[新聞] 台積加大南科投資 砸兆元建廠,2019/11/19,0.6923958619718961
[新聞] 半導體資本支出總額創新高，三星、台積電,2019/11/19,0.04067887744659726
[新聞] 台積電股價 315 元創 8.17 兆元新高市值,2019/11/20,0.04659131782214754
[新聞] 2019年TOP15半導體供應商，台積電、聯發,2019/11/21,0.7005193886105966
[新聞] 台積先進製程滿載 「插隊」難度高,2019/11/22,0.01865197005700092
[新聞] 台積電市值首度超越三星電子 成為亞洲最,2019/11/25,0.3184716575309353
[新聞] 以TSMC為榮！台積電超越三星電子 成為市,2019/11/25,0.05175143177618291
[新聞] 「tsmc」為何不是「TSMC」？ 台積電非凡,2019/11/26,0.9200695685429776
[新聞] 台積神助攻5G有破綻？外資竟建議賣聯發科,2019/11/27,0.6907181922770955
[新聞]台積電首次超越三星電子，成為亞洲市值最,2019/11/30,0.40288162859013876
[新聞] 高通高階5G晶片驍龍865 委由台積電代工,2019/12/05,0.44932628530278806
[新聞] 2330 台積電鉅額交易 爆萬張大量,2019/12/05,0.2579571382037258
[新聞] 投資台積逾25年 陳重銘表示：,2019/12/06,0.05166142007424379
[新聞] 核彈又來了！台積電逆天股價飆新高,2019/12/06,0.7380469804643893
[新聞] 台積電技術持續領先，小摩稱 2 奈米才會,2019/12/06,0.2715454349500439
[新聞] 台積電獲索尼大單 攻5G應用再下一城,2019/12/09,0.7414187874356395
[新聞] 台積電11月營收創新高，連4月破千億元,2019/12/10,0.06534667457497068
[新聞] 不捨得賣台積電 新光金出現今年首月虧,2019/12/11,0.651157846300954
[新聞] 台積電飆高 台股一舉站上11700點 再創29,2019/12/11,0.10986303060984814
[新聞] 2019年第四季全球晶圓代工、台積電52.7%,2019/12/11,0.7043385587845453
[新聞] 神秘大戶尾盤敲進9257張　台積電瞬間彈,2019/12/11,0.05265254490857729
[新聞] 台積扮先鋒 台股寫6高,2019/12/12,0.14576849248314805
[新聞] 台積電 5 奈米製程測試良率超過 8 成，電,2019/12/13,0.26778494345441717
[新聞] 彭博：台積電大方給股利 完勝三星,2019/12/13,0.19763418221605789
[新聞] 外資估明年營收成長16% 上調台積電目標,2019/12/13,0.020755892792029162
[其他] 上市大盤加權股價指數(扣台積電)更新,2019/12/13,0.0005659233422640186
[新聞] 0050投資台積電比重 衝破40%,2019/12/14,0.6898139057713368
[新聞] 外傳台積電製造的 AMD Zen2 晶片，以完,2019/12/14,0.37507383188408705
[新聞] 驚！才1個月…台積電5奈米爆驚人突破,2019/12/16,0.21245672510611435
[新聞] 台積目標價350元 外資新共識,2019/12/17,0.10384682101570819
[新聞] 台積電現在買還來得及？行家分析：真的別,2019/12/17,0.9958771887122749
[新聞] 5G助攻聯發科、拉攏高通 台積電爆斷死敵,2019/12/17,0.607133807016013
[新聞] 《國際現場》三星結合政府資金 對抗台積電,2019/12/18,0.14845235545198565
[新聞] 台積電明日除息 台股開盤蒸發21點,2019/12/18,0.07121242329017297
[新聞] 買344元台積電就跌了 網友冷看股市笨鳥崩,2019/12/19,0.002820397883210868
[新聞] 突然天黑！台積電大暴殺 網友抓到兇手了,2019/12/19,0.34261916869148745
[新聞] 美擴大防堵華為 台積應變,2019/12/23,0.07749785067297299
[新聞] 除息前押20張.慘了?他爆買台積電驚天秘密,2019/12/23,0.9920258895959106
[新聞] 台積電回檔 權證押寶買盤進場,2019/12/24,0.36764431253909036
[新聞] 台積電核彈拱台股？老謝爆背後有「藏鏡人,2019/12/28,0.3195846847964555
[新聞] 亞馬遜熱銷榜洩密！專家爆台積電2020恐…,2019/12/29,0.07815338680116357
[新聞] iPhone12晶圓代工 台積電通吃,2019/12/30,0.2669644559452744
[新聞] 超微新CPU訂單 台積全包,2019/12/31,0.5132820990158203
[新聞] 半導體市值今年增4.15兆元 台積電貢獻最大,2019/12/31,0.41726766934631054
[新聞] 2019零股市場誰最受寵 台積電只排第三,2020/1/01,0.02641532057844631
[新聞] 美晶片廠爆慘況！台積電竟中槍？,2020/1/03,0.3540263086420853
[新聞] 台積、聯發科 大和喊必買,2020/1/07,0.7791644830658679
[新聞] 三星電子開始量產6奈米晶片，緊追台積電,2020/1/07,0.1729276270830633
[新聞] 救市買盤拉抬台積電 台股早盤大跌百點黑,2020/1/08,0.002247057320539203
[新聞] 台積砍單華為 空出產能被瞬間搶光,2020/1/08,0.0025331308677012387
[新聞] 台積電第4季營收超越財測 全年再飆逾兆,2020/1/10,0.7192370904948594
[新聞] 台積電聘請英特爾前遊說主管 處理美中貿,2020/1/13,0.6755683002924251
[新聞] 美撕中國「匯率操縱國」標籤 台積電ADR,2020/1/14,0.7527662987609557
[新聞] 日經：華府施壓台積電在美生產軍用晶片,2020/1/15,0.1210268644669723
[新聞] 台積電將開啟多年高成長趨勢 外資喊397元,2020/1/15,0.06060515451800352
[新聞] 台積電將斷供華為?路透:美擬新規收緊對華,2020/1/16,0.12621469096775462
[新聞] 台積電Q1營運淡季不淡 美元營收102~103億,2020/1/16,0.2773624659973104
[新聞] 台積7nm出貨時間延長 intel想下單,2020/1/16,0.10115248923412767
[新聞] 美國防部施壓？台積電回應：關鍵在成本,2020/1/17,0.8596797784511511
[新聞] 衝破400元！台積目標價 花旗喊402元,2020/1/18,0.004024423547647649
[新聞] 台積電7奈米產能塞爆！ 傳英特爾參戰力抗,2020/1/18,0.0033223085047306977
[新聞] 看漲台積電！華爾街：強勁資本支出計畫,2020/1/19,0.7477262069287306
[新聞] 台積電宣布2020年資本支出150至160億美元,2020/1/20,0.06315741421297316
[新聞] 四產業助攻 穆迪：台積電今年營收有望成,2020/1/20,0.3538000102868699
[新聞] 三星追不上台積電 原因不全是技術,2020/1/28,0.44852865616415405
[新聞] 回神抗「疫」，台積電拉台股奮起,2020/1/31,0.046391633497942064
[新聞] 台積電聯電中國廠區持續運作，不受武漢,2020/1/31,0.8544219053129403
[新聞] 5奈米及3奈米戰爭＝台積電與三星對壘,2020/2/05,0.005478489010453114
[新聞] 台積電南京廠10日全面復工 不影響第1季,2020/2/05,0.731418539228779
[標的] 國泰金、台新金、兆豐金、台積電 多,2020/2/07,0.9300446491047604
[新聞] 台積電1月營收續揚 連6個月站穩千億元大,2020/2/10,0.023605202950231274
[新聞] 台積電去年大賺！員工分紅續破百萬 股東,2020/2/12,0.17104665193506718
[標的] 台新金、國泰金，兆豐金、台積電 多,2020/2/12,0.9300446491047623
[新聞] 驚喜！！ 台積電進MSCI伊斯蘭指數,2020/2/14,0.09132983664854333
[新聞] 本土壽險狂賣台積電 他們爽接樂翻了,2020/2/18,0.6019863060426358
[新聞] 設備業者：台積5奈米訂單 提前爆滿！,2020/2/20,0.015879297422639826
[新聞] 台積電據傳在自我砍單華為,2020/2/20,0.026576400931692223
[新聞] 意法半導體宣布攜手台積電，發展化合物半導體產品,2020/2/21,0.030595950407343198
"[新聞] 台積電急徵逾1,500多個工程師及製程技術",2020/2/24,0.19031134052256948
[新聞] 英特爾不滿「製程進步、密度沒有」 台積,2020/2/26,0.009795747077692818
[新聞] 擁台積7奈米助攻！AMD搶吃英特爾CPU市場,2020/2/28,0.0795197525288045
[新聞] 吊車展恐成絕響！台積電賤價強徵　胡漢,2020/2/28,0.04770630628362982
[新聞] 疫情不影響訂單 台積電挑客戶.分配產能,2020/3/03,0.3576745484339555
[新聞] 博通聯手台積電強化CoWoS平台 運用3D堆疊,2020/3/04,0.353404225906766
[新聞] 台積電2期擴建案遇反彈　地主不捨新房剛,2020/3/05,0.10453221920734401
[新聞] Intel 承認落後於台積電　最少 2 年才可,2020/3/06,0.9628513727036457
[新聞] 需求旺 台積電全年沒淡季,2020/3/07,0.7680642378848281
[新聞] 不滿科管局幫台積電擴廠 運璿科技「送」,2020/3/07,0.17306150829973543
[新聞] 英特爾獨顯 GPU 傳將由台積電 6 奈米代工,2020/3/09,0.037196883835135086
[新聞] 台積電股價續滑 進入3百元保衛戰,2020/3/10,0.017768079930635783
[新聞] 台積公司2020年2月營收報告,2020/3/10,0.05019440721178736
[新聞] 台積電跌到300元能買嗎？法人這樣看,2020/3/10,0.016802258627230393
[新聞] 個股：台積電(2330)2月營收穩健、合乎預,2020/3/10,0.009255195738029132
[新聞] 台積電2020年2月營收月減9.9%、但較去年,2020/3/11,0.08364927083568052
[新聞] 台積電5nm將於四月量產 產能已被蘋果A14,2020/3/11,0.15994233678760406
[新聞] 疫情延燒 台積電股價跌破3百元大關,2020/3/12,0.0124007721575774
[新聞] 傳47例為協力廠商員工 台積電：未有確診,2020/3/12,0.03153469342152637
"[新聞]美股再觸熔斷!波音狂跌15%,台積電ADR大跌6",2020/3/13,0.08670550870782323
[新聞] 護航台積電 6大外資信心喊話,2020/3/13,0.33137443193996285
[新聞] 台積電重挫 股價摜破300元,2020/3/13,0.08657402701146377
[新聞] 台積電營收創高有望,2020/3/15,0.261404788737971
[新聞] 萬點行情告終！台股收盤重挫405點 台積電,2020/3/16,0.06690199509792094
[新聞] 外資示警：今年台積電EPS恐出現零成長,2020/3/17,0.7401361218158455
[新聞] 連8賣台股 台積電淪外資提款機遭砍3.9萬,2020/3/17,0.009987984691775309
[新聞] 台積電ADR狂漲8.1% 今開盤不漲也難,2020/3/18,0.04004217491856543
[新聞] 2大因素拉不動股價 台積電超跌了,2020/3/18,0.09379553906979177
[新聞] 台積電3/19每股除息2.5元 影響台股指數21,2020/3/18,0.020998581270931238
[新聞] 台積電一名員工感染新冠肺炎 公司：不影,2020/3/18,0.66360358553644
[新聞] 台積電1名員工確診新冠肺炎 將啟動分組,2020/3/18,0.03300314279108374
[新聞] 除息前外資連十賣 台積電過年後市值蒸發1.89兆,2020/3/19,0.9419697801237144
[新聞] 台積電員工確診肺炎 經長：非產線員工,2020/3/19,0.048668143092428506
[新聞] 台積電何時是買點 ? 法人就給一個字,2020/3/19,0.39918638384377625
[新聞] 台股跌破10年線！學者建議：保本就買台積,2020/3/19,0.02295993206972946
[新聞] 台積電 下半年接單旺,2020/3/21,0.19175546843173752
[新聞] 台積電非產線員工約3萬人將「在家上班」,2020/3/24,0.04229049768577908
[新聞] 終結連13賣 外資今買超台積電1.7萬張,2020/3/24,0.7308127602736615
[新聞] 台積電ADR飆漲8%高於台北溢價達10.7% 開,2020/3/25,0.7853682956674594
[新聞] 台股收盤大漲359點！台積電收漲3.55%,2020/3/25,0.0030764604539411655
[新聞] 台積A14不會拖累iPhone 12的上市,2020/3/26,0.039024903759482865
[新聞] 台積目標價 外資掀調降潮,2020/3/26,0.013259675870771037
[新聞] 台積目標價 外資掀調降潮,2020/3/26,0.013259675870771037
[新聞] 外資買超86億 台積電逾2萬張最多,2020/3/26,0.7000752260790195
[新聞] 美國擬限縮對華為供應晶片 矛頭指向台積,2020/3/27,0.674966121203681
[新聞] 台積電遭殺！台股虎頭蛇尾 終場下跌37點,2020/3/27,0.371320705704415
[新聞] 台積電與三星於5奈米EUV量產 可能延至202,2020/3/28,0.013196756624885841
"[新聞]今年沒有新iPhone?蘋果傳延後新機,台積電",2020/3/28,0.11062375261340252
[新聞] 押10張台積電284元,2020/3/29,0.6925912301171979
[新聞] 砸3億進場買進 龍巖 相中台積電,2020/3/30,0.07748681005015723
[新聞] 《半導體》台積電5奈米依進度進行,2020/3/30,0.03877553884755658
[新聞] 手機出貨量不如預期，台積電遭外資降評,2020/3/30,0.1219429718994598
[新聞] 華為麒麟820 5G單晶片 台積電7奈米操刀,2020/3/31,0.3273706027990255
[新聞] 台積電最大噩夢又來？ 驚爆老美封殺華為,2020/4/03,0.11934783796029003
[新聞] 台積電確診員工恢復良好 接觸30名員工週,2020/4/04,0.08852397709515036
[新聞] 台積電3月營收1135.2億，月增21.5%，年增42.4%,2020/4/10,0.25273489115527725
[新聞] 台積電拿下MPW代工Akida神經網路晶片,2020/4/10,0.17463700433291707
[新聞] 台積電近期動能無虞 美系外資重申買進評,2020/4/13,0.4236806179182825
[新聞] 押寶法說會？外資鉅額買台積電 驚見305,2020/4/15,0.6019128400477946
[新聞] 外資才買一天又轉賣 期貨同步減碼 台積電,2020/4/15,0.595115437803104
